adsh,grp,arc,negative,ptag,pversion,ctag,cversion
0001193125-21-087174,10,2,1,OtherIncome,ifrs/2020,GainsLossesOnExchangeDifferencesOnTranslationRecognisedInProfitOrLoss,ifrs/2020
0001193125-21-087174,9,10,-1,ProfitLossFromOperatingActivities,ifrs/2020,ResearchAndDevelopmentExpense,ifrs/2020
0001193125-21-087174,9,3,1,ProfitLossFromOperatingActivities,ifrs/2020,GrossProfit,ifrs/2020
0001193125-21-087174,10,3,1,OtherIncome,ifrs/2020,RevenueFromGovernmentGrants,ifrs/2020
0001193125-21-087174,18,2,1,TradeAndOtherCurrentPayables,ifrs/2020,OtherCurrentPayables,ifrs/2020
0001193125-21-087174,12,12,1,Equity,ifrs/2020,EquityAttributableToOwnersOfParent,ifrs/2020
0001193125-21-087174,25,7,1,OtherFinancialLiabilities,ifrs/2020,OtherLiabilities,ifrs/2020
0001193125-21-087174,9,12,1,ProfitLossFromOperatingActivities,ifrs/2020,GainsLossesOnDisposalsOfPropertyPlantAndEquipment,ifrs/2020
0001193125-21-087174,2,15,1,CashFlowsFromUsedInOperatingActivities,ifrs/2020,DividendsReceivedClassifiedAsOperatingActivities,ifrs/2020
0001193125-21-087174,7,2,1,NonCashChangesArisingFromFinancingActivities,0001193125-21-087174,DividendsClassifiedAsExpense,ifrs/2020
0001193125-21-087174,7,4,-1,NonCashChangesArisingFromFinancingActivities,0001193125-21-087174,IncreaseThroughNewLeasesLiabilitiesArisingFromFinancingActivities,ifrs/2020
0001193125-21-087174,23,2,1,ComprehensiveIncome,ifrs/2020,OtherComprehensiveIncome,ifrs/2020
0001193125-21-087174,2,23,-1,CashFlowsFromUsedInFinancingActivities,ifrs/2020,InterestPaidClassifiedAsFinancingActivities,ifrs/2020
0001193125-21-087174,7,3,1,NonCashChangesArisingFromFinancingActivities,0001193125-21-087174,InterestExpense,ifrs/2020
0001193125-21-087174,12,28,1,NoncurrentAssets,ifrs/2020,IntangibleAssetsAndGoodwill,ifrs/2020
0001193125-21-087174,25,4,1,OtherFinancialLiabilities,ifrs/2020,RecognisedLiabilitiesDefinedBenefitPlan,ifrs/2020
0001193125-21-087174,9,16,1,ProfitLossBeforeTax,ifrs/2020,ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,ifrs/2020
0001193125-21-087174,2,9,-1,CashFlowsFromUsedInOperatingActivities,ifrs/2020,ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,ifrs/2020
0001193125-21-087174,25,1,1,OtherNoncurrentFinancialLiabilities,ifrs/2020,OtherFinancialLiabilities,ifrs/2020
0001193125-21-087174,2,21,1,CashFlowsFromUsedInFinancingActivities,ifrs/2020,ProceedsFromBorrowingsClassifiedAsFinancingActivities,ifrs/2020
0001193125-21-087174,18,3,1,TradeAndOtherCurrentPayables,ifrs/2020,TradeAndOtherCurrentPayablesToRelatedParties,ifrs/2020
0001193125-21-087174,15,5,1,ReceivablesInvestmentsAndOther,0001193125-21-087174,NoncurrentLoansAndReceivables,ifrs/2020
0001193125-21-087174,12,14,1,EquityAttributableToOwnersOfParent,ifrs/2020,SharePremium,ifrs/2020
0001193125-21-087174,1,2,1,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2020,AdjustmentsForDecreaseIncreaseInInventories,ifrs/2020
0001193125-21-087174,3,1,1,NetFinancialAssetsLiabilies,0001193125-21-087174,FinancialAssets,ifrs/2020
0001193125-21-087174,24,1,1,FinanceCosts,ifrs/2020,InterestExpenseOnBorrowings,ifrs/2020
0001193125-21-087174,3,4,1,FinancialAssets,ifrs/2020,DerivativeFinancialAssets,ifrs/2020
0001193125-21-087174,4,1,-1,NetFinancialInstruments,0001193125-21-087174,DerivativeFinancialAssets,ifrs/2020
0001193125-21-087174,15,2,1,ReceivablesInvestmentsAndOther,0001193125-21-087174,DerivativeFinancialAssets,ifrs/2020
0001193125-21-087174,1,6,1,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2020,AdjustmentsForDecreaseIncreaseInOtherAssets,ifrs/2020
0001193125-21-087174,2,6,1,CashFlowsFromUsedInOperatingActivities,ifrs/2020,AdjustmentsForLossesGainsOnDisposalOfNoncurrentAssets,ifrs/2020
0001193125-21-087174,6,1,1,KeyManagementPersonnelCompensation,ifrs/2020,KeyManagementPersonnelCompensationShorttermEmployeeBenefits,ifrs/2020
0001193125-21-087174,12,3,1,CurrentLiabilities,ifrs/2020,CurrentTaxLiabilitiesCurrent,ifrs/2020
0001193125-21-087174,12,13,1,EquityAttributableToOwnersOfParent,ifrs/2020,IssuedCapital,ifrs/2020
0001193125-21-087174,22,5,1,NetDebtAndEquity,0001193125-21-087174,Equity,ifrs/2020
0001193125-21-087174,12,11,1,EquityAndLiabilities,ifrs/2020,Equity,ifrs/2020
0001193125-21-087174,2,24,1,CashFlowsFromUsedInFinancingActivities,ifrs/2020,ProceedsFromIssuingShares,ifrs/2020
0001193125-21-087174,13,2,1,NetAssetsLiabilities,ifrs/2020,OtherCurrentAssets,ifrs/2020
0001193125-21-087174,18,1,1,TradeAndOtherCurrentPayables,ifrs/2020,TradeAndOtherCurrentPayablesToTradeSuppliers,ifrs/2020
0001193125-21-087174,16,2,1,EmployeeBenefitsExpense,ifrs/2020,SocialSecurityContributions,ifrs/2020
0001193125-21-087174,3,5,1,FinancialAssets,ifrs/2020,TradeAndOtherCurrentReceivables,ifrs/2020
0001193125-21-087174,12,21,1,CurrentAssets,ifrs/2020,TradeAndOtherCurrentReceivables,ifrs/2020
0001193125-21-087174,16,6,1,EmployeeBenefitsExpense,ifrs/2020,ExpenseFromCashsettledSharebasedPaymentTransactionsInWhichGoodsOrServicesReceivedDidNotQualifyForRecognitionAsAssets,ifrs/2020
0001193125-21-087174,20,3,-1,PostemploymentBenefitExpenseDefinedBenefitPlans,ifrs/2020,PastServiceCostNetDefinedBenefitLiabilityAsset,ifrs/2020
0001193125-21-087174,16,3,1,EmployeeBenefitsExpense,ifrs/2020,PostemploymentBenefitExpenseDefinedBenefitPlans,ifrs/2020
0001193125-21-087174,14,4,1,ProfitLoss,ifrs/2020,FinanceIncome,ifrs/2020
0001193125-21-087174,9,15,1,ProfitLossBeforeTax,ifrs/2020,FinanceIncome,ifrs/2020
0001193125-21-087174,2,8,-1,CashFlowsFromUsedInOperatingActivities,ifrs/2020,FinanceIncome,ifrs/2020
0001193125-21-087174,13,5,-1,NetAssetsLiabilities,ifrs/2020,NoncurrentLiabilities,ifrs/2020
0001193125-21-087174,12,6,1,EquityAndLiabilities,ifrs/2020,NoncurrentLiabilities,ifrs/2020
0001193125-21-087174,3,3,1,FinancialAssets,ifrs/2020,ShorttermDepositsNotClassifiedAsCashEquivalents,ifrs/2020
0001193125-21-087174,12,20,1,CurrentAssets,ifrs/2020,ShorttermDepositsNotClassifiedAsCashEquivalents,ifrs/2020
0001193125-21-087174,22,4,-1,LongtermBorrowingsNetOfCashAndCashEquivalent,0001193125-21-087174,ShorttermDepositsNotClassifiedAsCashEquivalents,ifrs/2020
0001193125-21-087174,12,24,1,CurrentAssets,ifrs/2020,CurrentPrepayments,ifrs/2020
0001193125-21-087174,12,16,1,EquityAttributableToOwnersOfParent,ifrs/2020,AccumulatedOtherComprehensiveIncome,ifrs/2020
0001193125-21-087174,12,30,1,NoncurrentAssets,ifrs/2020,InvestmentAccountedForUsingEquityMethod,ifrs/2020
0001193125-21-087174,25,5,1,OtherFinancialLiabilities,ifrs/2020,LeaseLiabilities,ifrs/2020
0001193125-21-087174,3,9,1,FinancialLiabilities,ifrs/2020,LeaseLiabilities,ifrs/2020
0001193125-21-087174,14,5,-1,ProfitLoss,ifrs/2020,FinanceCosts,ifrs/2020
0001193125-21-087174,9,13,-1,ProfitLossBeforeTax,ifrs/2020,FinanceCosts,ifrs/2020
0001193125-21-087174,2,7,1,CashFlowsFromUsedInOperatingActivities,ifrs/2020,FinanceCosts,ifrs/2020
0001193125-21-087174,13,3,1,NetAssetsLiabilities,ifrs/2020,NoncurrentAssets,ifrs/2020
0001193125-21-087174,12,26,1,Assets,ifrs/2020,NoncurrentAssets,ifrs/2020
0001193125-21-087174,2,1,1,CashFlowsFromUsedInOperatingActivities,ifrs/2020,ProfitLoss,ifrs/2020
0001193125-21-087174,23,1,1,ComprehensiveIncome,ifrs/2020,ProfitLoss,ifrs/2020
0001193125-21-087174,7,6,-1,NonCashChangesArisingFromFinancingActivities,0001193125-21-087174,IncreaseDecreaseThroughOtherChangesLiabilitiesArisingFromFinancingActivities,ifrs/2020
0001193125-21-087174,2,4,1,CashFlowsFromUsedInOperatingActivities,ifrs/2020,AdjustmentsForFairValueGainsLosses,ifrs/2020
0001193125-21-087174,17,1,-1,DeferredTaxLiabilityAsset,ifrs/2020,DeferredTaxAssets,ifrs/2020
0001193125-21-087174,12,31,1,NoncurrentAssets,ifrs/2020,DeferredTaxAssets,ifrs/2020
0001193125-21-087174,7,8,-1,NonCashChangesArisingFromFinancingActivities,0001193125-21-087174,IncreaseDecreaseThroughEffectOfChangesInForeignExchangeRatesLiabilitiesArisingFromFinancingActivities,ifrs/2020
0001193125-21-087174,16,4,1,EmployeeBenefitsExpense,ifrs/2020,PostemploymentBenefitExpenseDefinedContributionPlans,ifrs/2020
0001193125-21-087174,12,23,1,CurrentAssets,ifrs/2020,Inventories,ifrs/2020
0001193125-21-087174,19,1,1,IncomeTaxExpenseContinuingOperations,ifrs/2020,TaxExpenseIncomeAtApplicableTaxRate,ifrs/2020
0001193125-21-087174,2,3,1,CashFlowsFromUsedInOperatingActivities,ifrs/2020,AdjustmentsForIncreaseDecreaseInDeferredIncome,ifrs/2020
0001193125-21-087174,12,4,1,CurrentLiabilities,ifrs/2020,OtherCurrentFinancialLiabilities,ifrs/2020
0001193125-21-087174,25,8,1,OtherNoncurrentFinancialLiabilities,ifrs/2020,OtherCurrentFinancialLiabilities,ifrs/2020
0001193125-21-087174,25,3,1,OtherFinancialLiabilities,ifrs/2020,DerivativeFinancialLiabilities,ifrs/2020
0001193125-21-087174,3,10,1,FinancialLiabilities,ifrs/2020,DerivativeFinancialLiabilities,ifrs/2020
0001193125-21-087174,4,3,1,NetFinancialInstruments,0001193125-21-087174,DerivativeFinancialLiabilities,ifrs/2020
0001193125-21-087174,5,1,1,Nettradereceivables,0001193125-21-087174,CurrentTradeReceivables,ifrs/2020
0001193125-21-087174,21,1,1,TradeAndOtherCurrentReceivables,ifrs/2020,CurrentTradeReceivables,ifrs/2020
0001193125-21-087174,14,1,1,ProfitLoss,ifrs/2020,Revenue,ifrs/2020
0001193125-21-087174,9,4,1,GrossProfit,ifrs/2020,Revenue,ifrs/2020
0001193125-21-087174,2,14,-1,CashFlowsFromUsedInOperatingActivities,ifrs/2020,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,ifrs/2020
0001193125-21-087174,11,1,1,IncomeTaxExpenseContinuingOperations,ifrs/2020,CurrentTaxExpenseIncome,ifrs/2020
0001193125-21-087174,12,27,1,NoncurrentAssets,ifrs/2020,PropertyPlantAndEquipment,ifrs/2020
0001193125-21-087174,2,18,1,CashFlowsFromUsedInInvestingActivities,ifrs/2020,OtherInflowsOutflowsOfCashClassifiedAsInvestingActivities,ifrs/2020
0001193125-21-087174,12,5,1,CurrentLiabilities,ifrs/2020,CurrentProvisions,ifrs/2020
0001193125-21-087174,11,2,1,IncomeTaxExpenseContinuingOperations,ifrs/2020,DeferredTaxExpenseIncome,ifrs/2020
0001193125-21-087174,19,2,1,IncomeTaxExpenseContinuingOperations,ifrs/2020,TaxEffectOfForeignTaxRates,ifrs/2020
0001193125-21-087174,9,17,1,ProfitLossBeforeTax,ifrs/2020,OtherIncome,ifrs/2020
0001193125-21-087174,3,6,1,FinancialAssets,ifrs/2020,FairValueOfInvestmentsInEquityInstrumentsDesignatedAsMeasuredAtFairValueThroughOtherComprehensiveIncome,ifrs/2020
0001193125-21-087174,15,1,1,ReceivablesInvestmentsAndOther,0001193125-21-087174,FairValueOfInvestmentsInEquityInstrumentsDesignatedAsMeasuredAtFairValueThroughOtherComprehensiveIncome,ifrs/2020
0001193125-21-087174,4,2,-1,NetFinancialInstruments,0001193125-21-087174,FairValueOfInvestmentsInEquityInstrumentsDesignatedAsMeasuredAtFairValueThroughOtherComprehensiveIncome,ifrs/2020
0001193125-21-087174,3,2,1,FinancialAssets,ifrs/2020,CashAndCashEquivalents,ifrs/2020
0001193125-21-087174,13,1,1,NetAssetsLiabilities,ifrs/2020,CashAndCashEquivalents,ifrs/2020
0001193125-21-087174,12,19,1,CurrentAssets,ifrs/2020,CashAndCashEquivalents,ifrs/2020
0001193125-21-087174,22,3,-1,LongtermBorrowingsNetOfCashAndCashEquivalent,0001193125-21-087174,CashAndCashEquivalents,ifrs/2020
0001193125-21-087174,9,14,1,ProfitLossBeforeTax,ifrs/2020,GainsLossesOnChangeInFairValueOfDerivatives,ifrs/2020
0001193125-21-087174,5,2,-1,Nettradereceivables,0001193125-21-087174,AllowanceAccountForCreditLossesOfFinancialAssets,ifrs/2020
0001193125-21-087174,9,9,-1,ProfitLossFromOperatingActivities,ifrs/2020,ExpenseArisingFromExplorationForAndEvaluationOfMineralResources,ifrs/2020
0001193125-21-087174,12,22,1,CurrentAssets,ifrs/2020,CurrentTaxAssetsCurrent,ifrs/2020
0001193125-21-087174,16,1,1,EmployeeBenefitsExpense,ifrs/2020,WagesAndSalaries,ifrs/2020
0001193125-21-087174,20,2,-1,PostemploymentBenefitExpenseDefinedBenefitPlans,ifrs/2020,InterestExpenseIncomeNetDefinedBenefitLiabilityAsset,ifrs/2020
0001193125-21-087174,12,10,1,NoncurrentLiabilities,ifrs/2020,DeferredTaxLiabilities,ifrs/2020
0001193125-21-087174,17,2,1,DeferredTaxLiabilityAsset,ifrs/2020,DeferredTaxLiabilities,ifrs/2020
0001193125-21-087174,2,26,-1,CashFlowsFromUsedInFinancingActivities,ifrs/2020,DividendsPaidClassifiedAsFinancingActivities,ifrs/2020
0001193125-21-087174,1,5,1,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2020,AdjustmentsForProvisions,ifrs/2020
0001193125-21-087174,12,7,1,NoncurrentLiabilities,ifrs/2020,LongtermBorrowings,ifrs/2020
0001193125-21-087174,3,11,1,FinancialLiabilities,ifrs/2020,LongtermBorrowings,ifrs/2020
0001193125-21-087174,4,4,1,NetFinancialInstruments,0001193125-21-087174,LongtermBorrowings,ifrs/2020
0001193125-21-087174,22,2,1,LongtermBorrowingsNetOfCashAndCashEquivalent,0001193125-21-087174,LongtermBorrowings,ifrs/2020
0001193125-21-087174,6,3,1,KeyManagementPersonnelCompensation,ifrs/2020,KeyManagementPersonnelCompensationPostemploymentBenefits,ifrs/2020
0001193125-21-087174,2,5,1,CashFlowsFromUsedInOperatingActivities,ifrs/2020,AdjustmentsForSharebasedPayments,ifrs/2020
0001193125-21-087174,2,13,1,CashFlowsFromUsedInOperatingActivities,ifrs/2020,InterestReceivedClassifiedAsOperatingActivities,ifrs/2020
0001193125-21-087174,25,6,1,OtherFinancialLiabilities,ifrs/2020,OtherBorrowings,ifrs/2020
0001193125-21-087174,9,1,1,ProfitLoss,ifrs/2020,ProfitLossBeforeTax,ifrs/2020
0001193125-21-087174,21,3,1,TradeAndOtherCurrentReceivables,ifrs/2020,OtherCurrentReceivables,ifrs/2020
0001193125-21-087174,14,3,-1,ProfitLoss,ifrs/2020,DepreciationAndAmortisationExpense,ifrs/2020
0001193125-21-087174,2,2,1,CashFlowsFromUsedInOperatingActivities,ifrs/2020,DepreciationAndAmortisationExpense,ifrs/2020
0001193125-21-087174,9,7,1,CostOfSales,ifrs/2020,DepreciationAndAmortisationExpense,ifrs/2020
0001193125-21-087174,16,5,1,EmployeeBenefitsExpense,ifrs/2020,ExpenseFromEquitysettledSharebasedPaymentTransactionsInWhichGoodsOrServicesReceivedDidNotQualifyForRecognitionAsAssets,ifrs/2020
0001193125-21-087174,9,8,-1,ProfitLossFromOperatingActivities,ifrs/2020,AdministrativeExpense,ifrs/2020
0001193125-21-087174,6,2,1,KeyManagementPersonnelCompensation,ifrs/2020,KeyManagementPersonnelCompensationSharebasedPayment,ifrs/2020
0001193125-21-087174,21,2,1,TradeAndOtherCurrentReceivables,ifrs/2020,CurrentValueAddedTaxReceivables,ifrs/2020
0001193125-21-087174,9,2,1,ProfitLossBeforeTax,ifrs/2020,ProfitLossFromOperatingActivities,ifrs/2020
0001193125-21-087174,9,5,-1,GrossProfit,ifrs/2020,CostOfSales,ifrs/2020
0001193125-21-087174,24,2,1,FinanceCosts,ifrs/2020,ExpenseDueToUnwindingOfDiscountOnProvisions,ifrs/2020
0001193125-21-087174,14,6,-1,ProfitLoss,ifrs/2020,OtherExpenseByFunction,ifrs/2020
0001193125-21-087174,12,18,1,Assets,ifrs/2020,CurrentAssets,ifrs/2020
0001193125-21-087174,12,8,1,NoncurrentLiabilities,ifrs/2020,OtherNoncurrentFinancialLiabilities,ifrs/2020
0001193125-21-087174,8,2,1,Inventories,ifrs/2020,CurrentOreStockpiles,ifrs/2020
0001193125-21-087174,12,17,1,Equity,ifrs/2020,NoncontrollingInterests,ifrs/2020
0001193125-21-087174,9,11,1,ProfitLossFromOperatingActivities,ifrs/2020,OtherOperatingIncomeExpense,ifrs/2020
0001193125-21-087174,2,11,-1,CashFlowsFromUsedInOperatingActivities,ifrs/2020,OtherOperatingIncomeExpense,ifrs/2020
0001193125-21-087174,20,6,1,GainLossOnRemeasurementOfNetDefinedBenefitLiabilityAsset,ifrs/2020,ReturnOnPlanAssetsNetDefinedBenefitLiabilityAsset,ifrs/2020
0001193125-21-087174,1,1,1,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2020,AdjustmentsForDecreaseIncreaseInTradeAccountReceivable,ifrs/2020
0001193125-21-087174,19,6,1,IncomeTaxExpenseContinuingOperations,ifrs/2020,TaxEffectFromChangeInTaxRate,ifrs/2020
0001193125-21-087174,10,1,1,OtherIncome,ifrs/2020,GainsOnLitigationSettlements,ifrs/2020
0001193125-21-087174,12,1,1,EquityAndLiabilities,ifrs/2020,CurrentLiabilities,ifrs/2020
0001193125-21-087174,13,4,-1,NetAssetsLiabilities,ifrs/2020,CurrentLiabilities,ifrs/2020
0001193125-21-087174,3,8,1,FinancialLiabilities,ifrs/2020,TradeAndOtherCurrentPayables,ifrs/2020
0001193125-21-087174,12,2,1,CurrentLiabilities,ifrs/2020,TradeAndOtherCurrentPayables,ifrs/2020
0001193125-21-087174,12,15,1,EquityAttributableToOwnersOfParent,ifrs/2020,RetainedEarnings,ifrs/2020
0001193125-21-087174,2,16,1,CashFlowsFromUsedInOperatingActivities,ifrs/2020,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2020
0001193125-21-087174,2,25,-1,CashFlowsFromUsedInFinancingActivities,ifrs/2020,PaymentsOfLeaseLiabilitiesClassifiedAsFinancingActivities,ifrs/2020
0001193125-21-087174,12,9,1,NoncurrentLiabilities,ifrs/2020,NoncurrentProvisions,ifrs/2020
0001193125-21-087174,3,7,-1,NetFinancialAssetsLiabilies,0001193125-21-087174,FinancialLiabilities,ifrs/2020
0001193125-21-087174,20,1,-1,PostemploymentBenefitExpenseDefinedBenefitPlans,ifrs/2020,CurrentServiceCostNetDefinedBenefitLiabilityAsset,ifrs/2020
0001193125-21-087174,1,4,1,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2020,AdjustmentsForIncreaseDecreaseInTradeAndOtherPayables,ifrs/2020
0001193125-21-087174,15,6,1,ReceivablesInvestmentsAndOther,0001193125-21-087174,OtherReceivables,ifrs/2020
0001193125-21-087174,2,17,-1,CashFlowsFromUsedInInvestingActivities,ifrs/2020,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,ifrs/2020
0001193125-21-087174,2,20,1,CashFlowsFromUsedInInvestingActivities,ifrs/2020,ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,ifrs/2020
0001193125-21-087174,2,22,-1,CashFlowsFromUsedInFinancingActivities,ifrs/2020,RepaymentsOfBorrowingsClassifiedAsFinancingActivities,ifrs/2020
0001193125-21-087174,1,3,1,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2020,AdjustmentsForDecreaseIncreaseInSuppliesAndPrepaid,0001193125-21-087174
0001193125-21-087174,20,4,1,PostemploymentBenefitExpenseDefinedBenefitPlans,ifrs/2020,AdministrativeCostsPostemploymentBenefitPlan,0001193125-21-087174
0001193125-21-087174,7,1,1,NonCashChangesArisingFromFinancingActivities,0001193125-21-087174,AmortisationOfFinancingCosts,0001193125-21-087174
0001193125-21-087174,15,4,1,ReceivablesInvestmentsAndOther,0001193125-21-087174,AmountsReceivableFromTaxAuthorityRelatedToTaxDisputes,0001193125-21-087174
0001193125-21-087174,2,19,1,CashFlowsFromUsedInInvestingActivities,ifrs/2020,ChangeInLongTermReceivablesInvestmentAndOther,0001193125-21-087174
0001193125-21-087174,19,3,1,IncomeTaxExpenseContinuingOperations,ifrs/2020,ChangeInUnrecognizedDeferredTaxAssets,0001193125-21-087174
0001193125-21-087174,14,2,-1,ProfitLoss,ifrs/2020,Costofgoodssoldexcludingdepreciationdepletionandamortization,0001193125-21-087174
0001193125-21-087174,9,6,1,CostOfSales,ifrs/2020,Costofgoodssoldexcludingdepreciationdepletionandamortization,0001193125-21-087174
0001193125-21-087174,8,1,1,Inventories,ifrs/2020,CurrentConcentrateInventory,0001193125-21-087174
0001193125-21-087174,12,25,1,CurrentAssets,ifrs/2020,CurrentRecivablesInvestmentsAndOther,0001193125-21-087174
0001193125-21-087174,7,5,1,NonCashChangesArisingFromFinancingActivities,0001193125-21-087174,DecreaseThroughRevisedLeasesLiabilitiesArisingFromFinancingActivities,0001193125-21-087174
0001193125-21-087174,24,4,1,FinanceCosts,ifrs/2020,FeesRelatedToCreditFacilities,0001193125-21-087174
0001193125-21-087174,20,5,1,GainLossOnRemeasurementOfNetDefinedBenefitLiabilityAsset,ifrs/2020,GainLossRelatedActuarialChangesFromAssumptionsAndAdjustments,0001193125-21-087174
0001193125-21-087174,24,3,1,FinanceCosts,ifrs/2020,GainsLossesOnExtinguishmentOfDebt,0001193125-21-087174
0001193125-21-087174,19,5,1,IncomeTaxExpenseContinuingOperations,ifrs/2020,Incomeinequityaccountedinvesteetaxeffectsforreconciliationbetweenaccountingprofitandtaxexpenseincome,0001193125-21-087174
0001193125-21-087174,19,7,1,IncomeTaxExpenseContinuingOperations,ifrs/2020,Increasedecreaseintaxeffectchangeinuncertaintaxpositions,0001193125-21-087174
0001193125-21-087174,15,3,1,ReceivablesInvestmentsAndOther,0001193125-21-087174,InvestementTaxCreditReceivableRelatedToResearchAndDevelopment,0001193125-21-087174
0001193125-21-087174,22,1,1,NetDebtAndEquity,0001193125-21-087174,LongtermBorrowingsNetOfCashAndCashEquivalent,0001193125-21-087174
0001193125-21-087174,12,29,1,NoncurrentAssets,ifrs/2020,LongTermReceivablesInvestmentsAndOther,0001193125-21-087174
0001193125-21-087174,10,4,1,OtherIncome,ifrs/2020,MiscellaneousOtherIncomeExpense,0001193125-21-087174
0001193125-21-087174,2,10,-1,CashFlowsFromUsedInOperatingActivities,ifrs/2020,OtherIncomeNonCashItems,0001193125-21-087174
0001193125-21-087174,19,8,1,IncomeTaxExpenseContinuingOperations,ifrs/2020,OtherPermanentDifferencesTaxEffectsForReconciliationBetweenAccountingProfitAndTaxExpenseIncome,0001193125-21-087174
0001193125-21-087174,19,4,1,IncomeTaxExpenseContinuingOperations,ifrs/2020,SharebasedCompTaxEffectsForReconciliationBetweenAccountingProfitAndTaxExpenseIncome,0001193125-21-087174
0001193125-22-081448,4,30,1,EquityAttributableToOwnersOfParent,ifrs/2021,AccumulatedOtherComprehensiveIncome,ifrs/2021
0001193125-22-081448,14,2,1,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2021,AdjustmentsForDecreaseIncreaseInInventories,ifrs/2021
0001193125-22-081448,14,6,1,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2021,AdjustmentsForDecreaseIncreaseInOtherAssets,ifrs/2021
0001193125-22-081448,14,1,1,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2021,AdjustmentsForDecreaseIncreaseInTradeAccountReceivable,ifrs/2021
0001193125-22-081448,13,5,1,CashFlowsFromUsedInOperatingActivities,ifrs/2021,AdjustmentsForFairValueGainsLosses,ifrs/2021
0001193125-22-081448,13,4,1,CashFlowsFromUsedInOperatingActivities,ifrs/2021,AdjustmentsForIncreaseDecreaseInDeferredIncomeIncludingContractLiabilities,ifrs/2021
0001193125-22-081448,14,4,1,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2021,AdjustmentsForIncreaseDecreaseInTradeAndOtherPayables,ifrs/2021
0001193125-22-081448,13,7,1,CashFlowsFromUsedInOperatingActivities,ifrs/2021,AdjustmentsForLossesGainsOnDisposalOfNoncurrentAssets,ifrs/2021
0001193125-22-081448,14,5,1,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2021,AdjustmentsForProvisions,ifrs/2021
0001193125-22-081448,13,6,1,CashFlowsFromUsedInOperatingActivities,ifrs/2021,AdjustmentsForSharebasedPayments,ifrs/2021
0001193125-22-081448,20,8,-1,ProfitLossFromOperatingActivities,ifrs/2021,AdministrativeExpense,ifrs/2021
0001193125-22-081448,3,2,-1,Nettradereceivables,0001193125-22-081448,AllowanceAccountForCreditLossesOfFinancialAssets,ifrs/2021
0001193125-22-081448,17,3,-1,LongtermBorrowingsNetOfCashAndCashEquivalent,0001193125-22-081448,CashAndCashEquivalents,ifrs/2021
0001193125-22-081448,15,1,1,NetAssetsLiabilities,ifrs/2021,CashAndCashEquivalents,ifrs/2021
0001193125-22-081448,1,2,1,FinancialAssets,ifrs/2021,CashAndCashEquivalents,ifrs/2021
0001193125-22-081448,4,2,1,CurrentAssets,ifrs/2021,CashAndCashEquivalents,ifrs/2021
0001193125-22-081448,13,23,1,IncreaseDecreaseInCashAndCashEquivalents,ifrs/2021,CashFlowsFromUsedInFinancingActivities,ifrs/2021
0001193125-22-081448,13,18,1,IncreaseDecreaseInCashAndCashEquivalents,ifrs/2021,CashFlowsFromUsedInInvestingActivities,ifrs/2021
0001193125-22-081448,13,1,1,IncreaseDecreaseInCashAndCashEquivalents,ifrs/2021,CashFlowsFromUsedInOperatingActivities,ifrs/2021
0001193125-22-081448,11,10,1,ComprehensiveIncome,ifrs/2021,ComprehensiveIncomeAttributableToNoncontrollingInterests,ifrs/2021
0001193125-22-081448,11,9,1,ComprehensiveIncome,ifrs/2021,ComprehensiveIncomeAttributableToOwnersOfParent,ifrs/2021
0001193125-22-081448,20,5,-1,GrossProfit,ifrs/2021,CostOfSales,ifrs/2021
0001193125-22-081448,4,1,1,Assets,ifrs/2021,CurrentAssets,ifrs/2021
0001193125-22-081448,15,4,-1,NetAssetsLiabilities,ifrs/2021,CurrentLiabilities,ifrs/2021
0001193125-22-081448,4,15,1,EquityAndLiabilities,ifrs/2021,CurrentLiabilities,ifrs/2021
0001193125-22-081448,10,2,1,Inventories,ifrs/2021,CurrentOreStockpiles,ifrs/2021
0001193125-22-081448,4,7,1,CurrentAssets,ifrs/2021,CurrentPrepayments,ifrs/2021
0001193125-22-081448,4,19,1,CurrentLiabilities,ifrs/2021,CurrentProvisions,ifrs/2021
0001193125-22-081448,8,1,-1,PostemploymentBenefitExpenseDefinedBenefitPlans,ifrs/2021,CurrentServiceCostNetDefinedBenefitLiabilityAsset,ifrs/2021
0001193125-22-081448,4,5,1,CurrentAssets,ifrs/2021,CurrentTaxAssetsCurrent,ifrs/2021
