tag,version,custom,abstract,datatype,iord,crdr,tlabel,doc
DescriptionOfExpectedForfeituresShareOptionsOustading,0001193125-22-081448,1,0,percent,I,,Description Of Expected Forfeitures Share Options oustanding,Description of expeted forfeitures share options oustanding.
DescriptionOfExpectedVestingShareOptionsGranted,0001193125-22-081448,1,0,percent,D,,Expected vesting,The amount of expected vesting used to calculate the fair value of share options.
DescriptionOfOptionLifeShareOptions,0001193125-22-081448,1,0,decimal,I,,Description Of Option Life Share Options,The option life of share options oustanding.
DescriptionOfPensionObligationsPolicyExplanatoryTextBlock,0001193125-22-081448,1,0,textBlock,D,,Description of Pension Obligations Policy Explanatory [Text Block],Description of accounting policy relaed to pension obligations.
DescriptionOfPoliciesForBuildingPlantAndEquipment,0001193125-22-081448,1,0,textBlock,D,,Description of policies for building plant and equipment,Descripton of accounting policy related to building plant and equipment.
DescriptionOfRefundableTaxAccountHeldByCanadaRevenueAgency,0001193125-22-081448,1,0,string,D,,Description of the refundable tax account held by CRA,The description of the refundable tax account held by Canada Revenue Agency.
DisclosureOfActuarialLossesGainsRecognizedInOciExplanatoryTableTextBlock,0001193125-22-081448,1,0,textBlock,D,,Disclosure Of Actuarial Losses Gains Recognized In OCI Explanatory,The disclosure of acturial losses gains recognized in OCI.
DisclosureOfDefinedBenefitAndContributionPlansExplanatory,0001193125-22-081448,1,0,textBlock,D,,Disclosure Of Defined Benefit And Contribution Plans Explanatory,The entire disclosure for both defined benefit and defined contribution plans providing pension benefits.
DisclosureOfDetailedInformationAboutTradeAndOtherReceivablesExplanatoryTableTextBlcok,0001193125-22-081448,1,0,textBlock,D,,Disclosure Of Detailed Information Of Trade And Other Receivables Explanatory,Detailed information about trade and other receivables.
DisclosureOfEarningsAndIncomeTaxesByJurisdictionExpanatoryTableTextBlock,0001193125-22-081448,1,0,textBlock,D,,Disclosure Of Earnings And Income Taxes By Jurisdiction Expanatory,The disclosure of earnings and income taxes by jurisdiction.
DisclosureOfEmployeeBenefitExpensesExplanatoryTableTextBlock,0001193125-22-081448,1,0,textBlock,D,,Disclosure Of Employee Benefit Expenses Explanatory,"The disclsoure of details of employee benefit expenses including wages, statutory, pension plans and share based compensation."
DisclosureOfFinanceCostsDetailsExplanatoryTableTextBlock,0001193125-22-081448,1,0,textBlock,D,,Disclosure Of Finance Costs Details Explanatory,The disclosure of finance costs breakdown.
DisclosureOfForeignExchangeRiskExplanatoryTableTextBlock,0001193125-22-081448,1,0,textBlock,D,,Disclosure Of Foreign Exchange Risk Explanatory,Disclosure of pre-tax exposure to foreign currency exchange risk on financial instruments.
DisclosureOfInventoriesSummaryExplanatoryTableTextBlock,0001193125-22-081448,1,0,textBlock,D,,Disclosure Of Inventories Summary Explanatory,Disclosure of inventory schedule.
Disclosureofmiscellaneousnoncurrentassetsexplanatory,0001193125-22-081448,1,0,textBlock,D,,Disclosure Of Miscellaneous Noncurrent Assets Explanatory,The disclosure of miscellaneous non current assets excluding equity investments
Disclosureofnetdebtequityandtotalcapitalexplanatory,0001193125-22-081448,1,0,textBlock,D,,Disclosure of net debt equity and total capital explanatory,
DisclosureOfNonHedgeDerivativeGainsLossesTableTextBlock,0001193125-22-081448,1,0,textBlock,D,,Disclosure Of Non Hedge Derivative Gains Losses,Disclosure of summary of components of non-hedge derivative gains losses.
DisclosureOfPercentagesOfTotalFairValueOfAssetsPensionPlanExplanatoryTableTextBlock,0001193125-22-081448,1,0,textBlock,D,,Disclosure Of Percentages Of Total Fair Value Of Assets Pension Plan Explanatory,The disclosure of percentages of the total fair value of assets in the pension plans for each asset category .
DisclosureOfReclamationProvisionTableTextBlock,0001193125-22-081448,1,0,textBlock,D,,Disclosure Of Reclamation Provision,The disclosure of rreclamation provisions.
DisclosureOfReconciliationOfChangeInProvisionsTableTextBlock,0001193125-22-081448,1,0,textBlock,D,,Disclosure Of Reconciliation Of Change In Provisions,The disclosure of reconciliation of change in provisions.
DisclosureOfTaxRateReconciliationExplanatoryTableTextBlock,0001193125-22-081448,1,0,textBlock,D,,Disclosure Of Tax Rate Reconciliation Explanatory,The disclosure of tax rate reconciliation between the provision and the amount computed by applying the combined fededral and provincial income tax rates plus other differences. .
DisclosureOfTradePayableAndAcccruedLiabilitiesExplanatoryTableTextBlock,0001193125-22-081448,1,0,textBlock,D,,Disclosure Of Trade Payable And Acccrued Liabilities Explanatory,The disclosure of payable and accrued liabilities.
DisclsoureOfCompensationExpenseUnderEquitySettledPlansExplanatoryTableTextBlock,0001193125-22-081448,1,0,textBlock,D,,Disclsoure Of Compensation Expense Under Equity Settled Plans Explanatory,The disclosure of compensation expense under equity-settled plans.
DisclsoureOfComponentsOfNetPensionAndOtherBenefitExpensesExplanatoryTableTextBlock,0001193125-22-081448,1,0,textBlock,D,,Disclsoure Of Components Of Net Pension And Other Benefit Expenses Explanatory.,The disclosure of components of net pension and other benefit expenses.
DisclsoureOfDetailedInformationAboutOtherIncomeExpenseExplanatoryTableTextBlock,0001193125-22-081448,1,0,textBlock,D,,Disclsoure Of Detailed Information About Other Income Expense Explanatory,The disclsoure of other income or expense details.
DisclsoureOfDetailedInformationAboutOtherLiabiltiesTableTextBlock,0001193125-22-081448,1,0,textBlock,D,,Disclosure Of Other Liabilities Explanatory with detailed information,Disclosure of detailed information about other liabilities.
DisclsoureOfOtherIncomeExpenseTextBlock,0001193125-22-081448,1,0,textBlock,D,,Disclsoure Of Other Income Expense,The disclsoure of other income or expense.
DislcosureSharebasedCompensationExpensesRecoveriesCashSettledPlansExplanatoryTableTextBlock,0001193125-22-081448,1,0,textBlock,D,,Dislcosure Share-based Compensation Expenses Recoveries Cash Settled Plans Explanatory,The dislcosure share based compensation expenses (recoveries) cash settled plans explanatory
Disposalstorightofuseassets,0001193125-22-081448,1,0,monetary,D,C,Disposals to right of use assets,The amount of disposals to right-of-use assets.
DividendsPayableMember,0001193125-22-081448,1,1,member,,,Dividends Payable [Member],This member stands for dividends payable.
EmployeeShareOwnershipPlanMember,0001193125-22-081448,1,1,member,,,Employee Share Ownership Plan [member],Employee share ownership plan.
EmployersContributionPerEmployeeShareBasedPaymentArrangement,0001193125-22-081448,1,0,string,D,,Employers Contribution Per Employee Share Based Payment Arrangement,Employer contribution per employee for a type of share-based payment arrangement that existed at any time during the period.
EquityMethodInvestmentSummarizedFinancialInformationBalanceSheetExplanatory,0001193125-22-081448,1,0,textBlock,D,,Equity method investment summarized financial information balance sheet explanatory,
EquityMethodInvestmentSummarizedFinancialInformationIncomeStatementExplanatory,0001193125-22-081448,1,0,textBlock,D,,Equity method investment summarized financial information income statement explanatory,
EquitySettledPlanMember,0001193125-22-081448,1,1,member,,,Equity-settled plan [Member],This member represents equity settled plan.
ExpectedDividendShareOptionsReportingDate,0001193125-22-081448,1,0,monetary,I,,"Expected dividend, share options, reporting date",The amount of an expected dividend used to calculate the fair value of share options.
Expectedvestingshareoptions,0001193125-22-081448,1,0,percent,I,,"Expected vesting, share options, reporting date",The expected vesting used to calculate the fair value of the share options on the reporting date.
ExpectedVolatilityShareOptions,0001193125-22-081448,1,0,percent,I,,"Expected volatility, share options",The expected volatility of the share price used to calculate the fair value of the share options on the reporting date.
FairValueOfNonhedgeDerivatives,0001193125-22-081448,1,0,monetary,D,D,Fair Value Of Nonhedge Derivatives,Fair value of non hedge derivatives.
FeesRelatedToCreditFacilities,0001193125-22-081448,1,0,monetary,D,D,Interest Expense On Other Financial Liabilities,The amount of fees on the revolving credit facility and lines of credit.
ForeignCurrencyContractsMember,0001193125-22-081448,1,1,member,,,Foreign currency contracts [Member],This member stands for foreign currency contracts.
ForeignExchagneGainLossOnFinancialInstruments,0001193125-22-081448,1,0,monetary,D,C,Foreign Exchange Gain Loss On Financial Instruments,
FuelServiceMember,0001193125-22-081448,1,1,member,,,Fuel Service [Member],Fuel Service operating segment.
FuelServicesMember,0001193125-22-081448,1,1,member,,,Fuel Services [Member],Fuel service segement.
GainLossRelatedActuarialChangesFromAssumptionsAndAdjustments,0001193125-22-081448,1,0,monetary,D,D,Gain Loss Related Actuarial Changes From Assumptions And Adjustments,"Actuarial losses and (gains) from changes in demographic, financial assumptions and experience adjustments related to net defined benefit liability or assets."
GainsLossesOnExtinguishmentOfDebt,0001193125-22-081448,1,0,monetary,D,D,Gain (loss) on extinguishment of debt,Difference between the fair value of payments made and the carrying amount of debt which is extinguished prior to maturity. This item includes debt issuance costs.
GlobalEquitySecuritiesMember,0001193125-22-081448,1,1,member,,,Global Equity Securities [member],This member stands for Global equity securities.
GoviExMember,0001193125-22-081448,1,1,member,,,GoviEx [Member],Investment in GoviEx
GrossLettersOfCreditCommittments,0001193125-22-081448,1,0,monetary,I,C,Gross Letters Of Credit Committments,Gross amount of letters of credit commitments.
GrossUnsecuredRevolvingCreditFacilityAvailable,0001193125-22-081448,1,0,monetary,I,C,Gross Unsecured Revolving Credit Facility Available,Gross amount of unsecured credit loan facility available.
Incomeinequityaccountedinvesteetaxeffectsforreconciliationbetweenaccountingprofitandtaxexpenseincome,0001193125-22-081448,1,0,monetary,D,D,IncomeInEquityAccountedInvesteeTaxEffectsForReconciliationBetweenAccountingProfitAndTaxExpenseIncome,The amount representing the difference between the tax expense (income) and the product of the accounting profit multiplied by the applicable tax rate(s) that relates to income in equity-accounted investee.
IncomeTaxAuthorityAxis,0001193125-22-081448,1,1,axis,,,Income Tax Authority [axis],Information by tax jurisdiction.
IncomeTaxAuthorityMemberDomain,0001193125-22-081448,1,1,member,,,Income Tax Authority [member],"Agency, division or body classification that levies income taxes, examines tax returns for compliance, or grants exemptions from or makes other decisions pertaining to income taxes."
IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-22-081448,1,0,monetary,D,D,Increase Decrease Due To Change In Reclamation Provision Property Plant And Equipment,"The increase (decrease) in property, plant and equipment resulting from change in reclamation provision."
Increasedecreaseintaxeffectchangeinuncertaintaxpositions,0001193125-22-081448,1,0,monetary,D,D,Increase Decrease In Tax Effect Change In Uncertain Tax Positions,The amount representing the difference between the tax expense (income) and the product of the accounting profit multiplied by the applicable tax rate(s) that relates to changes in uncertain tax positions.
IncreaseDecreaseInTaxesAbstract,0001193125-22-081448,1,1,,,,Increase Decrease In Taxes Abstract,
Increasedecreasethroughnetexchangedifferencescontractliabilities,0001193125-22-081448,1,0,monetary,D,C,Increase Decrease Through Net Exchange Differences Contract Liabilities,
IncreaseDecreaseThroughSharebasedPaymentRestrictedAndPerformanceShares,0001193125-22-081448,1,0,monetary,D,C,Increase Decrease Through Share-based Payment Restricted And Performance Shares,The increase (decrease) in equity resulting from share-based payment restricted and performance share units.
Increasedecreasethroughtransfersrightofuseassets,0001193125-22-081448,1,0,monetary,D,D,IncreaseDecreaseThroughTransfersRightofuseAssets,Tranfer of Right of Use Assets to Property Plant and Equipment
InkaiMember,0001193125-22-081448,1,1,member,,,Inkai [Member],"Inkai, joint operation."
IntellectualPropertyMember,0001193125-22-081448,1,1,member,,,Intellectual Property [member],This member stands for intellectual property.
InterestPayableMember,0001193125-22-081448,1,1,member,,,Interest payable [Member],This member stands for interest payable.
InvestementTaxCreditReceivableRelatedToResearchAndDevelopment,0001193125-22-081448,1,0,monetary,I,D,Investement Tax Credit Receivable Related To Research And Development,Investment tax credit receivable related to research and development.
InvestmentGradeRatingMember,0001193125-22-081448,1,1,member,,,Investment grade rating [Member],Investment grade rating
ISOEnergyMember,0001193125-22-081448,1,1,member,,,ISO Energy [Member],Investment in ISO Energy Ltd.
JointOperationsProportionateInterestInNetAssetsTableTextBlock,0001193125-22-081448,1,0,textBlock,D,,Joint operations proportionate interest in net assets,Disclosure of joint operations related to proportionate interest in net assets.
JvInkaiAssociateMember,0001193125-22-081448,1,1,member,,,JV Inkai Associate [Member],
KeyLakeMember,0001193125-22-081448,1,1,member,,,Key Lake [Member],"Key Lake, joint operation."
LaterThanOneDayAndNotLaterThanThirtyDaysMember,0001193125-22-081448,1,1,member,,,Later than one day and not later than thirty days [Member],All items past due for one to thirty days
LaterThanOneMonthMember,0001193125-22-081448,1,1,member,,,Later than one month [Member],All items past due for greater than month
LegalProceedingLegalFeeRecovery,0001193125-22-081448,1,0,monetary,D,C,Legal proceeding legal fee recovery,Recovery of legal fees from a legal proceeding.
LegalProceedingOtherDisbursementsRecovery,0001193125-22-081448,1,0,monetary,D,C,Legal proceeding other disbursements recovery,Recovery of other disbursements and fees from a legal proceeding.
LetterOfCreditFacilitiesMember,0001193125-22-081448,1,1,member,,,Letter of credit facilities [Member],"This member stands for, Letter of credit facilities."
LettersOfCreditOustanding,0001193125-22-081448,1,0,monetary,I,C,Letters of credit oustanding,Letters of credit amount outstanding at a given period.
LoanReceivablesQuantity,0001193125-22-081448,1,0,mass,I,,Loan Receivables Quantity,The quantity of receivable from another party.
LongtermBorrowingsNetOfCashAndCashEquivalent,0001193125-22-081448,1,0,monetary,I,C,Longterm Borrowings Net Of Cash And Cash Equivalent,The amount of long term borrowings less total cash. [Custom]
LongtermDebtMember,0001193125-22-081448,1,1,member,,,Long-Term Debt [Member],This member stands for long term debt.
LongTermReceivablesInvestmentsAndOther,0001193125-22-081448,1,0,monetary,I,D,"Long-term receivables, investments and other","The amount of noncurrent receivables, investments and other."
LongTermReceivablesInvestmentsAndOtherMember,0001193125-22-081448,1,1,member,,,"Long-term receivables, investments and other [Member]","This member stands for Long-term receivables, investments and other classification on financial position."
MajorCustomerOfCamecoAllSegmentsMember,0001193125-22-081448,1,1,member,,,Major Customer Of Cameco All Segments [Member],Major customer of Cameco for all segments.
MarketpricecontractsmemberMember,0001193125-22-081448,1,1,member,,,Market Price Contracts Member [Member],This member stands for market-price contracts with customers
MaximumAmountOfLettersOfCreditAvailableUnderCreditFacility,0001193125-22-081448,1,0,monetary,I,C,Maximum Amount Of Letters Of Credit Available Under Credit Facility,Maximum amount of letters of credit available under the credit facility.
MaximumBorrowingCapacity,0001193125-22-081448,1,0,monetary,I,C,Maximum borrowing capacity,The maximum amount of borrowings that can be drawn from the facilities.
MaximumUnsecuredRevolvingCreditFacilityAvailable,0001193125-22-081448,1,0,monetary,I,C,Maximum Unsecured Revolving Credit Facility Available,Maximum amount of revolving credit facility available under the commitment.
McarthurRiverMember,0001193125-22-081448,1,1,member,,,McArthur River [Member],"McArthur River, joint operation"
MinimumIncrementAmountOfCreditFacility,0001193125-22-081448,1,0,monetary,I,C,Minimum Increment Amount Of Credit Facility,Minimum amount of increment that is allowed under the credit facility.
MiscellaneousOtherIncomeExpense,0001193125-22-081448,1,0,monetary,D,C,Miscellaneous Other Income Expense,The amount of operating income that the entity does not separately disclose in the same statement or note.
NetDebtAndEquity,0001193125-22-081448,1,0,monetary,I,C,Net Debt And Equity,Addition of long term debt net of cash and equity.
NetFinancialAssetsLiabilies,0001193125-22-081448,1,0,monetary,I,D,Net Financial Assets Liabilies,
NetFinancialInstruments,0001193125-22-081448,1,0,monetary,I,C,Net financial instruments,Financial instruments contracts net of non current borrowings.
NetForeignCurrencyDerivativesMember,0001193125-22-081448,1,1,member,,,Net foreign currency derivatives [Member],"This member stands for, Net foreign currency derivatives."
Nettradereceivables,0001193125-22-081448,1,0,monetary,I,D,Net trade receivables,
NonCashChangesArisingFromFinancingActivities,0001193125-22-081448,1,0,monetary,D,D,Non-cash changes arising from financing activities,The amount of total non-cash changes arising from financing activities.
NonCashChangesFinancingActivitiesAbstract,0001193125-22-081448,1,1,,,,Non-cash changes financing activities [abstract],
NoncurrentLoansAndReceivablesMaturity,0001193125-22-081448,1,0,string,D,,Non current loans and receivables maturity,The maturity of loans and receivables.
NonInvestmentGradeRatingMember,0001193125-22-081448,1,1,member,,,Non-investment grade rating [Member],Non-investment grade rating
NumberAndWeightedAverageExercisePricesOfShareOptionsAbstract,0001193125-22-081448,1,1,,,,Number And Weighted Average Exercise Prices Of Share Options [Abstract],
OpeningShareOfNetAssetsOfInvestmentAccountedForUsingEquityMethodBeforeRestructuring,0001193125-22-081448,1,0,monetary,I,D,Opening share of net assets of investment accounted for using equity method before restructuring,Opening share of net assets of investments accounted for using equity method upon cessation of consolidation.
OtherBenefitPlansMember,0001193125-22-081448,1,1,member,,,Other Benefit Plans [Member],This member stands for other post retirement benefit plans.
OtherBorrowingsQuantity,0001193125-22-081448,1,0,mass,I,,Other Borrowings Quantity,Quantity of product loans outstanding at reporting date.
OtherCustomersMember,0001193125-22-081448,1,1,member,,,Other customers [Member],All other corporate customers
OtherIncomeNonCashItems,0001193125-22-081448,1,0,monetary,D,C,Other Income Non Cash Items,Other income inlcuding adjustments for non cash items.
OtherLiabilitiesMember,0001193125-22-081448,1,1,member,,,Other liabilities [Member],This member stands for other liabilities classification on financial position.
OtherPermanentDifferencesTaxEffectsForReconciliationBetweenAccountingProfitAndTaxExpenseIncome,0001193125-22-081448,1,0,monetary,D,D,Other Permanent Differences Tax Effects For Reconciliation Between Accounting Profit And Tax Expense Income,The amount representing the difference between the tax expense (income) and the product of the accounting profit multiplied by the applicable tax rate(s) that relates to OtherPermanentDifferences.
OtherSegmentMember,0001193125-22-081448,1,1,member,,,Other Segment [Member],Other operating segment.
PercentageIncreaseDecreaseCurrencyRate,0001193125-22-081448,1,0,percent,D,,Percentage increase or decrease in the currency,Percentage change in currency rate.
PercentageOfTaxesAndInterestCharges,0001193125-22-081448,1,0,percent,I,,Percentage of taxes and interest charges,Percentage of cash taxes and related interest required to remit while in dispute.
PercentageOfTotalFairValueOfAssets,0001193125-22-081448,1,0,percent,I,,Percentage Of Total Fair Value Of Assets,Percentage of the total fair value of assets in the pension plans for each asset category.
PercentageOwnershipInOrdinarySharesOfComapny,0001193125-22-081448,1,0,percent,I,,Percentage Ownership In Ordinary Shares Of Comapny,
PercentageVotesOfOrdinarySharesOfCompany,0001193125-22-081448,1,0,percent,I,,Percentage Votes Of Ordinary Shares Of Company,Percentage of votes by shareholder
PerformanceShareUnitPlanMember,0001193125-22-081448,1,1,member,,,Performance Share Unit Plan [member],Performance share unit plan.
PhantomRestrictedShareUnitPlanMember,0001193125-22-081448,1,1,member,,,Phantom Restricted Share Unit Plan [Member],Phantom restricted share unit plan.
PhantomStockOptionPlanMember,0001193125-22-081448,1,1,member,,,Phantom Stock Option Plan [member],Phantom stock option plan.
PowerResourcesIncMember,0001193125-22-081448,1,1,member,,,"Power Resources, Inc. [member]","Power Resources, Inc."
PriceRange11Dollars32CentsTo17Dollars84CentsMember,0001193125-22-081448,1,1,member,,,Price Range 11 Dollars 32 Cents To 15 Dollars 83 Cents [member],Price range of option price $11.32 to $15.83
PriceRange17Dollars85CentsTo39Dollars53CentsMember,0001193125-22-081448,1,1,member,,,Price Range 15 Dollars 84 Cents To 26 Dollars 81 Cents [member],Price range of option price $15.84 to $26.81
ProductLoanMember,0001193125-22-081448,1,1,member,,,Product Loan [Member],Uranium product loan
ProportionOfNonOwnershipInterestInAssociate,0001193125-22-081448,1,0,percent,D,,Proportion of non-ownership interest in associate,The proportion of ownership interest in an associate attributable to the entity.
ProportionOfOutstandingDebtWithFixedRate,0001193125-22-081448,1,0,percent,D,,Proportion of outstanding debt that carries fixed rate,Proportion of outstanding debt with fixed rate.
QuotedMarktYields,0001193125-22-081448,1,0,percent,D,,Quoted market yields,Quoted market yields.
RatioOfDebtToTangibleNetWorth,0001193125-22-081448,1,0,pure,I,,Ratio Of Debt To Tangible Net Worth,Debt to tangbile net worth ratio.
ReceivablesInvestmentsAndOther,0001193125-22-081448,1,0,monetary,I,D,Receivables Investments And Other,"The amount of receivables, investments and other items."
ReductionOfRevenueFromPerformanceObligation,0001193125-22-081448,1,0,monetary,D,D,Reduction Of Revenue From Performance Obligation,The reduction of revenue from performance obligations satisfied (or partially satisfied) in previous periods
RestrictedShareUnitPlanEquitySettledMemberMember,0001193125-22-081448,1,1,member,,,Restricted Share Unit Plan Equity Settled [Member],Restricted share unit plan equity method of accounting.
RestrictedShareUnitPlanMember,0001193125-22-081448,1,1,member,,,Restricted Share Unit Plan [member],Restricted share unit plan.
Revolvingcreditfacilitiesabstract,0001193125-22-081448,1,1,,,,Revolving Credit Facilities [Abstract],
RiskFreeInterestRateShareOptionsOustanding,0001193125-22-081448,1,0,percent,I,,"Risk free interest rate, share options oustanding","The implied yield currently available on zero-coupon government issues of the country in whose currency the exercise price for share options outstanding expressed, with a remaining term equal to the expected term of the option being valued (based on the option's remaining contractual life and taking into account the effects of expected early exercise)."
SeriesEMember,0001193125-22-081448,1,1,member,,,Series E [Member],Series E - unsecured debenture.
SeriesESeniorUnsecuredDebentureMember,0001193125-22-081448,1,1,member,,,Series E senior unsecured debenture [Member],Series E senior unsecured debenture.
SeriesFMember,0001193125-22-081448,1,1,member,,,Series F [Member],Series F - unsecured debenture.
SeriesGMember,0001193125-22-081448,1,1,member,,,Series G [Member],Series G - unsecured debenture.
SeriesHMember,0001193125-22-081448,1,1,member,,,Series H [Member],Series H - unsecured debenture.
SeriesHSeniorunSecuredDebentureMember,0001193125-22-081448,1,1,member,,,Series H senior unsecured debenture [Member],Series H senior unsecured debenture.
SharebasedCompTaxEffectsForReconciliationBetweenAccountingProfitAndTaxExpenseIncome,0001193125-22-081448,1,0,monetary,D,D,Sharebased Comp Tax Effects For Reconciliation Between Accounting Profit And Tax Expense Income,The amount representing the difference between the tax expense (income) and the product of the accounting profit multiplied by the applicable tax rate(s) that relates to share based compensation plans.
ShareCapitalMember,0001193125-22-081448,1,1,member,,,Share capital [Member],This member stands for share capital related liabilities.
ShareHolderNonResidentMember,0001193125-22-081448,1,1,member,,,Share Holder Non-Resident [Member],Share holder non-resident in Canada
ShareHolderResidentMember,0001193125-22-081448,1,1,member,,,Share Holder Resident [Member],Share holder resident in Canada
StatementsOfDetailedInformationOfCashFlowTableTextBlock,0001193125-22-081448,1,0,textBlock,D,,Statements of detailed information of cash flow,Disclosure of detailed breakdown of cash flow information.
StockIssuedDuringPeriodValueStockOptionsExercised,0001193125-22-081448,1,0,monetary,D,C,"Stock Issued During Period, Value, Stock Options Exercised",Value of stock issued as a result of the exercise of stock options.
StockOptionPlanMember,0001193125-22-081448,1,1,member,,,Stock Option Plan [member],Stock option plan.
TransfersOfCumulativeGainOrLossWithinEquityOfInvestmentsInEquityDesignatedAsMeasuredAtFairValueThroughOtherComprehensiveIncome,0001193125-22-081448,1,0,monetary,D,C,Transfers of cumulative gain or loss within equity of investments in equity designated as measured at FVOCI,The transfers of the cumulative gain or loss within equity for investments in equity instruments that the entity has designated at fair value through other comprehensive income. [Refer: Other comprehensive income]
TypeOfCustomerAxis,0001193125-22-081448,1,1,axis,,,Type of customer axis [Axis],The axis of a table defines the relationship between the domain members or categories in the table and the line items or concepts that complete the table.
TypeOfCustomerMember,0001193125-22-081448,1,1,member,,,Type of customer [Member],All customers of the corporation
UEXMember,0001193125-22-081448,1,1,member,,,UEX [Member],Investment in UEX Corporation
Uf6Member,0001193125-22-081448,1,1,member,,,UF6 [Member],Uranium hexafluoride (UF6) product
UnsecuredRevolvingCreditFacilityMember,0001193125-22-081448,1,1,member,,,Unsecured revolving credit facility [Member],This member stands for Unsecured revolving credit facility.
UnusedTaxExpiry2026Member,0001193125-22-081448,1,1,member,,,Unused tax expiry 2026 [Member],Unused tax expiry 2026.
UnusedTaxExpiry2027Member,0001193125-22-081448,1,1,member,,,Unused tax expiry 2027 [Member],Unused tax expiry 2027.
UnusedTaxExpiry2028Member,0001193125-22-081448,1,1,member,,,Unused tax expiry 2028 [Member],Unused tax expiry 2028.
UnusedTaxExpiry2030Member,0001193125-22-081448,1,1,member,,,Unused tax expiry 2030 [Member],Unused tax expiry 2030.
UnusedTaxExpiry2031Member,0001193125-22-081448,1,1,member,,,Unused tax expiry 2031 [Member],Unused tax expiry 2031.
UnusedTaxExpiry2032Member,0001193125-22-081448,1,1,member,,,Unused tax expiry 2032 [Member],Unused tax expiry 2032.
UnusedTaxExpiry2033Member,0001193125-22-081448,1,1,member,,,Unused tax expiry 2033 [Member],Unused tax expiry 2033.
UnusedTaxExpiry2034Member,0001193125-22-081448,1,1,member,,,Unused tax expiry 2034 [Member],Unused tax expiry 2034.
UnusedTaxExpiry2035Member,0001193125-22-081448,1,1,member,,,Unused tax expiry 2035 [Member],Unused tax expiry 2035.
UnusedTaxExpiry2036Member,0001193125-22-081448,1,1,member,,,Unused tax expiry 2036 [Member],Unused tax expiry 2036.
UnusedTaxExpiry2037Member,0001193125-22-081448,1,1,member,,,Unused tax expiry 2037 [Member],Unused tax expiry 2037.
UnusedTaxExpiry2038Member,0001193125-22-081448,1,1,member,,,Unused tax expiry 2038 [Member],Unused tax expiry 2038.
UnusedTaxExpiry2039Member,0001193125-22-081448,1,1,member,,,Unused tax expiry 2039 [Member],Unused tax expiry 2039.
UnusedTaxExpiry2040Member,0001193125-22-081448,1,1,member,,,Unused tax expiry 2040 [Member],Unused tax expiry 2040.
UnusedTaxExpiry2041Member,0001193125-22-081448,1,1,member,,,Unused tax expiry 2041 [Member],Unused tax expiry 2041.
UnusedTaxExpiryNoExpiryMember,0001193125-22-081448,1,1,member,,,Unused tax expiry no expiry [Member],Unused tax expiry no expiry.
Unusedtaxlosses,0001193125-22-081448,1,0,monetary,I,D,Unused Tax Losses,Tax losses that have been incurred and are carried forward for use against future taxable profit.
UraniumMember,0001193125-22-081448,1,1,member,,,Uranium [Member],Uranium operating segment.
USequitySecuritiesMember,0001193125-22-081448,1,1,member,,,US equity securities [Member],This member stands for United States equity securities.
WeightedAverageLengthOfTimeOfDefinedBenefitObligation,0001193125-22-081448,1,0,duration,D,,Weighted Average Length Of Time Of Defined Benefit Obligation,"The length of time during which the defined and other benefit plans are active, in PnYnMn format."
AccountsPayableAndAccruedLiabilitiesMember,0001193125-23-083565,1,1,member,,,Accounts Payable And Accrued Liabilities [Member],"This member stands for, Accounts payable and accrued liabilities."
ActuarialAssumptionOfDentalCostTrendRates,0001193125-23-083565,1,0,percent,I,,Dental care cost trend rate,Dental cost trend rate used as significant actuarial assumption to determine the present value of a defined benefit obligation.
ActuarialAssumptionOfDiscountRatesPriorYearObligations,0001193125-23-083565,1,0,percent,I,,Discount rate - expense prior year obligations,The discount rate used as the significant actuarial assumption to determine the present value of a defined benefit expense.
Additionscontractliabilities,0001193125-23-083565,1,0,monetary,D,C,Additions Contract Liabilities,
AdjustmentDividendsExcessofOwnershipFromSignificantInvestmentsInAssociates,0001193125-23-083565,1,0,monetary,D,C,Adjustment Dividends Excess Of Ownership From Significant Investments In Associates,Adjustment to divdends declared in excess of ownerhips percentage from an investment in associates accounted for using the equity method
AdjustmentsForDecreaseIncreaseInSuppliesAndPrepaid,0001193125-23-083565,1,0,monetary,D,D,Adjustments For Decrease Increase In Supplies And Prepaid,Adjustments for decrease (increase) in supplies and prepaid to reconcile profit (loss) to net cash flow from (used in) operating activities.
AdjustmentToIncreaseDecreaseThroughNetExchangeDifferencesInvestmentProperty,0001193125-23-083565,1,0,monetary,D,D,AdjustmentToIncreaseDecreaseThroughNetExchangeDifferencesInvestmentProperty,"An adjustment to the increase (decrease) in investment property resulting from net exchange differences arising on the translation of the financial statements from the functional currency into a different presentation currency, including the translation of a foreign operation into the presentation currency of the reporting entity."
AdjustmentToShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,0001193125-23-083565,1,0,monetary,D,C,Adjustment to share of profit loss of associates and joint ventures accounted for using equity method,Adjustment to entity's proportionate share of earnings such as eliminations for unrealized profit and amortisation of historical differences in accounting policies
AdministrativeCostsPostemploymentBenefitPlan,0001193125-23-083565,1,0,monetary,D,D,Administrative costs postemployment benefit plan,The amount of administration cost related to postemployment benefit plan.
AfterAcquiringAdditionalInterestInJointVentureMember,0001193125-23-083565,1,1,member,,,After acquiring additional interest in Joint Venture [Member],After acquiring additional interest in Joint Venture
