adsh,report,rfile,menucat,shortname,longname,roleuri,parentroleuri,parentreport,ultparentrpt
0001193125-22-081448,64,H,T,Group entities (Tables),032901 - Disclosure - Group entities (Tables),http://www.cameco.com/role/GroupEntitiesTables,http://www.cameco.com/role/GroupEntities,36.0,36.0
0001193125-22-081448,65,H,T,Joint operations (Tables),033001 - Disclosure - Joint operations (Tables),http://www.cameco.com/role/JointOperationsTables,http://www.cameco.com/role/JointOperations,37.0,37.0
0001193125-22-081448,66,H,T,Related parties (Tables),033101 - Disclosure - Related parties (Tables),http://www.cameco.com/role/RelatedPartiesTables,http://www.cameco.com/role/RelatedParties,38.0,38.0
0001193125-22-081448,67,H,D,Accounts Receivable (Details),040601 - Disclosure - Accounts Receivable (Details),http://www.cameco.com/role/AccountsReceivableDetails,,,
0001193125-22-081448,68,H,D,Inventories (Details),040701 - Disclosure - Inventories (Details),http://www.cameco.com/role/InventoriesDetails,http://www.cameco.com/role/InventoriesTables,42.0,14.0
0001193125-22-081448,69,H,D,"Property, plant and equipment (Details)","040801 - Disclosure - Property, plant and equipment (Details)",http://www.cameco.com/role/PropertyPlantAndEquipmentDetails,http://www.cameco.com/role/PropertyPlantAndEquipmentTables,43.0,15.0
0001193125-22-081448,70,H,D,"Property, plant and equipment (Narrative) (Details)","040802 - Disclosure - Property, plant and equipment (Narrative) (Details)",http://www.cameco.com/role/PropertyPlantAndEquipmentNarrativeDetails,http://www.cameco.com/role/PropertyPlantAndEquipmentTables,43.0,15.0
0001193125-22-081448,71,H,D,Intangible assets (Details),040901 - Disclosure - Intangible assets (Details),http://www.cameco.com/role/IntangibleAssetsDetails,http://www.cameco.com/role/IntangibleAssetsTables,44.0,16.0
0001193125-22-081448,72,H,D,"Long-term receivables, investments and other (Details)","041001 - Disclosure - Long-term receivables, investments and other (Details)",http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOtherDetails,http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOtherTables,45.0,17.0
0001193125-22-081448,73,H,D,"Long-term receivables, investments and other","041002 - Disclosure - Long-term receivables, investments and other - Equity investments (Details)",http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOtherEquityInvestmentsDetails,,,
0001193125-22-081448,74,H,D,Equity-accounted investee,041101 - Disclosure - Equity-accounted investee - Narrative (Details),http://www.cameco.com/role/EquityaccountedInvesteeNarrativeDetails,,,
0001193125-22-081448,75,H,D,Equity-accounted investee,041102 - Disclosure - Equity-accounted investee - Associate financial position (Details),http://www.cameco.com/role/EquityaccountedInvesteeAssociateFinancialPositionDetails,,,
0001193125-22-081448,76,H,D,Equity-accounted investee,041103 - Disclosure - Equity-accounted investee - Associate statement of earnings (Details),http://www.cameco.com/role/EquityaccountedInvesteeAssociateStatementOfEarningsDetails,,,
0001193125-22-081448,77,H,D,Equity-accounted investee,041104 - Disclosure - Equity-accounted investee - Reconciliation of carrying amount (Details),http://www.cameco.com/role/EquityaccountedInvesteeReconciliationOfCarryingAmountDetails,,,
0001193125-22-081448,78,H,D,Accounts payable and accrued liabilities (Details),041201 - Disclosure - Accounts payable and accrued liabilities (Details),http://www.cameco.com/role/AccountsPayableAndAccruedLiabilitiesDetails,http://www.cameco.com/role/AccountsPayableAndAccruedLiabilitiesTables,47.0,19.0
0001193125-22-081448,79,H,D,Long term debt,041301 - Disclosure - Long term debt - Schedules (Details),http://www.cameco.com/role/LongTermDebtSchedulesDetails,,,
0001193125-22-081448,80,H,D,Long term debt,041302 - Disclosure - Long term debt - Schedules (Narrative) (Details),http://www.cameco.com/role/LongTermDebtSchedulesNarrativeDetails,,,
0001193125-22-081448,81,H,D,Other liabilities (Details),041401 - Disclosure - Other liabilities (Details),http://www.cameco.com/role/OtherLiabilitiesDetails,http://www.cameco.com/role/OtherLiabilitiesTables,49.0,21.0
0001193125-22-081448,82,H,D,Other liabilities (Narrative) (Details),041402 - Disclosure - Other liabilities (Narrative) (Details),http://www.cameco.com/role/OtherLiabilitiesNarrativeDetails,http://www.cameco.com/role/OtherLiabilitiesTables,49.0,21.0
0001193125-22-081448,83,H,D,Provisions (Details),041501 - Disclosure - Provisions (Details),http://www.cameco.com/role/ProvisionsDetails,http://www.cameco.com/role/ProvisionsTables,50.0,22.0
0001193125-22-081448,84,H,D,Share Capital (Details),041601 - Disclosure - Share Capital (Details),http://www.cameco.com/role/ShareCapitalDetails,,,
0001193125-22-081448,85,H,D,Revenue,041701 - Disclosure - Revenue - Disaggregation (Details),http://www.cameco.com/role/RevenueDisaggregationDetails,,,
0001193125-22-081448,86,H,D,Revenue,041702 - Disclosure - Revenue - Deferred revenue (Details),http://www.cameco.com/role/RevenueDeferredRevenueDetails,,,
0001193125-22-081448,87,H,D,Revenue,041703 - Disclosure - Revenue - Future sales commitments (Details),http://www.cameco.com/role/RevenueFutureSalesCommitmentsDetails,,,
0001193125-22-081448,88,H,D,Revenue,041704 - Disclosure - Revenue - Narrative (Details),http://www.cameco.com/role/RevenueNarrativeDetails,,,
0001193125-22-081448,89,H,D,Employee benefit expense (Details),041801 - Disclosure - Employee benefit expense (Details),http://www.cameco.com/role/EmployeeBenefitExpenseDetails,http://www.cameco.com/role/EmployeeBenefitExpenseTables,53.0,25.0
0001193125-22-081448,90,H,D,Finance cost (Details),041901 - Disclosure - Finance cost (Details),http://www.cameco.com/role/FinanceCostDetails,http://www.cameco.com/role/FinanceCostsTables,54.0,26.0
0001193125-22-081448,91,H,D,Other income (expense) (Details),042001 - Disclosure - Other income (expense) (Details),http://www.cameco.com/role/OtherIncomeexpenseDetails,http://www.cameco.com/role/OtherIncomeexpenseTables,55.0,27.0
0001193125-22-081448,92,H,D,Income Taxes,042101 - Disclosure - Income Taxes - Significant components of deferred tax assets and liabilities (Details),http://www.cameco.com/role/IncomeTaxesSignificantComponentsOfDeferredTaxAssetsAndLiabilitiesDetails,,,
0001193125-22-081448,93,H,D,Income Taxes,042102 - Disclosure - Income Taxes - Movement in net deferred tax assets and liabilities (Details),http://www.cameco.com/role/IncomeTaxesMovementInNetDeferredTaxAssetsAndLiabilitiesDetails,,,
0001193125-22-081448,94,H,D,Income Taxes,042103 - Disclosure - Income Taxes - Significant components of unrecognized deferred tax assets (Details),http://www.cameco.com/role/IncomeTaxesSignificantComponentsOfUnrecognizedDeferredTaxAssetsDetails,,,
0001193125-22-081448,95,H,D,Income Taxes,042104 - Disclosure - Income Taxes - Tax rate reconciliation (Details),http://www.cameco.com/role/IncomeTaxesTaxRateReconciliationDetails,,,
0001193125-22-081448,96,H,D,Income Taxes,042105 - Disclosure - Income Taxes - Earnings and income taxes by jurisdiction (Details),http://www.cameco.com/role/IncomeTaxesEarningsAndIncomeTaxesByJurisdictionDetails,,,
0001193125-22-081448,97,H,D,Income Taxes,042106 - Disclosure - Income Taxes - Income tax losses carried forward (Details),http://www.cameco.com/role/IncomeTaxesIncomeTaxLossesCarriedForwardDetails,,,
0001193125-22-081448,98,H,D,Income Taxes,042107 - Disclosure - Income Taxes - Narratives (Details),http://www.cameco.com/role/IncomeTaxesNarrativesDetails,,,
0001193125-22-081448,99,H,D,Per share amounts (Details),042201 - Disclosure - Per share amounts (Details),http://www.cameco.com/role/PerShareAmountsDetails,http://www.cameco.com/role/PerShareAmountsTables,57.0,29.0
0001193125-22-081448,100,H,D,Supplemental cash flow information (Details),042301 - Disclosure - Supplemental cash flow information (Details),http://www.cameco.com/role/SupplementalCashFlowInformationDetails,http://www.cameco.com/role/SupplementalCashFlowInformationTables,58.0,30.0
0001193125-22-081448,101,H,D,Supplemental cash flow information,042302 - Disclosure - Supplemental cash flow information - Financing activities (Details),http://www.cameco.com/role/SupplementalCashFlowInformationFinancingActivitiesDetails,,,
0001193125-22-081448,102,H,D,Share-based compensation plans,042401 - Disclosure - Share-based compensation plans - Share options number and weighted average price (Details),http://www.cameco.com/role/SharebasedCompensationPlansShareOptionsNumberAndWeightedAveragePriceDetails,,,
0001193125-22-081448,103,H,D,Share-based compensation plans,042403 - Disclosure - Share-based compensation plans - equity-settled and cash-settled (Details),http://www.cameco.com/role/SharebasedCompensationPlansEquitysettledAndCashsettledDetails,,,
0001193125-22-081448,104,H,D,Share-based compensation plans,042404 - Disclosure - Share-based compensation plans - Inputs used in the measurement - Equity (Details),http://www.cameco.com/role/SharebasedCompensationPlansInputsUsedInTheMeasurementEquityDetails,,,
0001193125-22-081448,105,H,D,Share-based compensation plans,042405 - Disclosure - Share-based compensation plans - Inputs used in the measurement - Cash (Details),http://www.cameco.com/role/SharebasedCompensationPlansInputsUsedInTheMeasurementCashDetails,,,
0001193125-22-081448,106,H,D,Share-based compensation plans,042406 - Disclosure - Share-based compensation plans - Narrative (Details),http://www.cameco.com/role/SharebasedCompensationPlansNarrativeDetails,,,
0001193125-22-081448,107,H,D,Pension and other post-retirement benefits,042501 - Disclosure - Pension and other post-retirement benefits - Defined benefit plans (Details),http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsDefinedBenefitPlansDetails,,,
0001193125-22-081448,108,H,D,Pension and other post-retirement benefits,042502 - Disclosure - Pension and other post-retirement benefits - percentages of the total fair value of assets (Details),http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsPercentagesOfTheTotalFairValueOfAssetsDetails,,,
0001193125-22-081448,109,H,D,Pension and other post-retirement benefits,042503 - Disclosure - Pension and other post-retirement benefits - components of net pension and other benefit expense (Details),http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsComponentsOfNetPensionAndOtherBenefitExpenseDetails,,,
0001193125-22-081448,110,H,D,Pension and other post-retirement benefits,042504 - Disclosure - Pension and other post-retirement benefits - Assumptions and 1% change (Details),http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsAssumptionsAnd1ChangeDetails,,,
0001193125-22-081448,111,H,D,Pension and other post-retirement benefits,042505 - Disclosure - Pension and other post-retirement benefits - Narrative (Details),http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsNarrativeDetails,,,
0001193125-22-081448,112,H,D,Financial instruments,042601 - Disclosure - Financial instruments - related risk management (Details),http://www.cameco.com/role/FinancialInstrumentsRelatedRiskManagementDetails,,,
0001193125-22-081448,113,H,D,Financial Instruments,042602 - Disclosure - Financial Instruments - Exposure to credit risk receivables (Details),http://www.cameco.com/role/FinancialInstrumentsExposureToCreditRiskReceivablesDetails,,,
0001193125-22-081448,114,H,D,Financial Instruments,042603 - Disclosure - Financial Instruments - Aging of trade receivables (Details),http://www.cameco.com/role/FinancialInstrumentsAgingOfTradeReceivablesDetails,,,
0001193125-22-081448,115,H,D,Financial instruments,042604 - Disclosure - Financial instruments - Liquidity Risk Tables (Details),http://www.cameco.com/role/FinancialInstrumentsLiquidityRiskTablesDetails,,,
0001193125-22-081448,116,H,D,Financial instruments,042605 - Disclosure - Financial instruments - Measurement of fair values (Details),http://www.cameco.com/role/FinancialInstrumentsMeasurementOfFairValuesDetails,,,
0001193125-22-081448,117,H,D,Financial instruments,042606 - Disclosure - Financial instruments - Investments in equity securities (Details),http://www.cameco.com/role/FinancialInstrumentsInvestmentsInEquitySecuritiesDetails,,,
0001193125-22-081448,118,H,D,Financial instruments,042607 - Disclosure - Financial instruments - Measurement of fair values hierarchy levels (Details),http://www.cameco.com/role/FinancialInstrumentsMeasurementOfFairValuesHierarchyLevelsDetails,,,
0001193125-22-081448,119,H,D,Financial instruments,042608 - Disclosure - Financial instruments - Derivatives (Details),http://www.cameco.com/role/FinancialInstrumentsDerivativesDetails,,,
0001193125-22-081448,120,H,D,Financial instruments,042609 - Disclosure - Financial instruments - Narrative (Details),http://www.cameco.com/role/FinancialInstrumentsNarrativeDetails,,,
0001193125-22-081448,121,H,D,Capital management (Details),042701 - Disclosure - Capital management (Details),http://www.cameco.com/role/CapitalManagementDetails,http://www.cameco.com/role/CapitalManagementTables,62.0,34.0
0001193125-22-081448,122,H,D,Segmented information,042801 - Disclosure - Segmented information - Narrative (Details),http://www.cameco.com/role/SegmentedInformationNarrativeDetails,,,
0001193125-22-081448,123,H,D,Segmented information,042802 - Disclosure - Segmented information - Business segments (Details),http://www.cameco.com/role/SegmentedInformationBusinessSegmentsDetails,,,
0001193125-22-081448,124,H,D,Segmented information,042803 - Disclosure - Segmented information - Geographical segment (Details),http://www.cameco.com/role/SegmentedInformationGeographicalSegmentDetails,,,
0001193125-22-081448,125,H,D,Segmented information,042804 - Disclosure - Segmented information - Major customers (Details),http://www.cameco.com/role/SegmentedInformationMajorCustomersDetails,,,
0001193125-22-081448,126,H,D,Group entities (Details),042901 - Disclosure - Group entities (Details),http://www.cameco.com/role/GroupEntitiesDetails,http://www.cameco.com/role/GroupEntitiesTables,64.0,36.0
0001193125-22-081448,127,H,D,Joint operations (Details),043001 - Disclosure - Joint operations (Details),http://www.cameco.com/role/JointOperationsDetails,http://www.cameco.com/role/JointOperationsTables,65.0,37.0
0001193125-22-081448,128,H,D,Related parties (Details),043101 - Disclosure - Related parties (Details),http://www.cameco.com/role/RelatedPartiesDetails,http://www.cameco.com/role/RelatedPartiesTables,66.0,38.0
0001193125-23-083565,1,H,C,Document and Entity Information,000010 - Document - Document and Entity Information,http://www.cameco.com/role/DocumentAndEntityInformation,,,
0001193125-23-083565,2,H,S,Consolidated statements of earnings,000100 - Statement - Consolidated statements of earnings,http://www.cameco.com/role/ConsolidatedStatementsOfEarnings,,,
0001193125-23-083565,3,H,S,Consolidated statements of comprehensive income,000200 - Statement - Consolidated statements of comprehensive income,http://www.cameco.com/role/ConsolidatedStatementsOfComprehensiveIncome,,,
0001193125-23-083565,4,H,S,Consolidated statements of compreshensive income (parenthetical),000250 - Statement - Consolidated statements of compreshensive income (parenthetical),http://www.cameco.com/role/ConsolidatedStatementsOfCompreshensiveIncomeparenthetical,,,
0001193125-23-083565,5,H,S,Consolidated statements of financial position,000300 - Statement - Consolidated statements of financial position,http://www.cameco.com/role/ConsolidatedStatementsOfFinancialPosition,,,
0001193125-23-083565,6,H,S,Consolidated statements of changes in equity,000400 - Statement - Consolidated statements of changes in equity,http://www.cameco.com/role/ConsolidatedStatementsOfChangesInEquity,,,
0001193125-23-083565,7,H,S,Consolidated statements of cash flows,000500 - Statement - Consolidated statements of cash flows,http://www.cameco.com/role/ConsolidatedStatementsOfCashFlows,,,
0001193125-23-083565,8,H,N,Cameco Corporation,010101 - Disclosure - Cameco Corporation,http://www.cameco.com/role/CamecoCorporation,,,8.0
0001193125-23-083565,9,H,N,Significant accounting policies,010201 - Disclosure - Significant accounting policies,http://www.cameco.com/role/SignificantAccountingPolicies,,,9.0
0001193125-23-083565,10,H,N,Accounting standards,010301 - Disclosure - Accounting standards,http://www.cameco.com/role/AccountingStandards,,,10.0
0001193125-23-083565,11,H,N,Determination of fair values,010401 - Disclosure - Determination of fair values,http://www.cameco.com/role/DeterminationOfFairValues,,,11.0
0001193125-23-083565,12,H,N,Use of estimates and judgments,010501 - Disclosure - Use of estimates and judgments,http://www.cameco.com/role/UseOfEstimatesAndJudgments,,,12.0
0001193125-23-083565,13,H,N,Acquisition of additional interest in Cigar Lake Joint Venture (CLJV),010600 - Disclosure - Acquisition of additional interest in Cigar Lake Joint Venture (CLJV),http://www.cameco.com/role/AcquisitionOfAdditionalInterestInCigarLakeJointVentureCLJV,,,13.0
0001193125-23-083565,14,H,N,Accounts receivable,010701 - Disclosure - Accounts receivable,http://www.cameco.com/role/AccountsReceivable,,,14.0
0001193125-23-083565,15,H,N,Inventories,010801 - Disclosure - Inventories,http://www.cameco.com/role/Inventories,,,15.0
0001193125-23-083565,16,H,N,"Property, plant and equipment","010901 - Disclosure - Property, plant and equipment",http://www.cameco.com/role/PropertyPlantAndEquipment,,,16.0
0001193125-23-083565,17,H,N,Intangible assets,011001 - Disclosure - Intangible assets,http://www.cameco.com/role/IntangibleAssets,,,17.0
0001193125-23-083565,18,H,N,"Long-term receivables, investments and other","011101 - Disclosure - Long-term receivables, investments and other",http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOther,,,18.0
0001193125-23-083565,19,H,N,Equity-accounted investee,011201 - Disclosure - Equity-accounted investee,http://www.cameco.com/role/EquityaccountedInvestee,,,19.0
0001193125-23-083565,20,H,N,Accounts payable and accrued liabilities,011301 - Disclosure - Accounts payable and accrued liabilities,http://www.cameco.com/role/AccountsPayableAndAccruedLiabilities,,,20.0
0001193125-23-083565,21,H,N,Long-term debt,011401 - Disclosure - Long-term debt,http://www.cameco.com/role/LongtermDebt,,,21.0
0001193125-23-083565,22,H,N,Other liabilities,011501 - Disclosure - Other liabilities,http://www.cameco.com/role/OtherLiabilities,,,22.0
0001193125-23-083565,23,H,N,Provisions,011601 - Disclosure - Provisions,http://www.cameco.com/role/Provisions,,,23.0
0001193125-23-083565,24,H,N,Share capital,011701 - Disclosure - Share capital,http://www.cameco.com/role/ShareCapital,,,24.0
0001193125-23-083565,25,H,N,Revenue,011801 - Disclosure - Revenue,http://www.cameco.com/role/Revenue,,,25.0
0001193125-23-083565,26,H,N,Employee benefit expense,011901 - Disclosure - Employee benefit expense,http://www.cameco.com/role/EmployeeBenefitExpense,,,26.0
0001193125-23-083565,27,H,N,Finance costs,012001 - Disclosure - Finance costs,http://www.cameco.com/role/FinanceCosts,,,27.0
0001193125-23-083565,28,H,N,Other income (expense),012101 - Disclosure - Other income (expense),http://www.cameco.com/role/OtherIncomeexpense,,,28.0
0001193125-23-083565,29,H,N,Income taxes,012201 - Disclosure - Income taxes,http://www.cameco.com/role/IncomeTaxes,,,29.0
0001193125-23-083565,30,H,N,Per share amounts,012301 - Disclosure - Per share amounts,http://www.cameco.com/role/PerShareAmounts,,,30.0
0001193125-23-083565,31,H,N,Supplemental cash flow information,012401 - Disclosure - Supplemental cash flow information,http://www.cameco.com/role/SupplementalCashFlowInformation,,,31.0
0001193125-23-083565,32,H,N,Share-based compensation plans,012501 - Disclosure - Share-based compensation plans,http://www.cameco.com/role/SharebasedCompensationPlans,,,32.0
0001193125-23-083565,33,H,N,Pension and other post-retirement benefits,012601 - Disclosure - Pension and other post-retirement benefits,http://www.cameco.com/role/PensionAndOtherPostretirementBenefits,,,33.0
0001193125-23-083565,34,H,N,Financial instruments and related risk management,012701 - Disclosure - Financial instruments and related risk management,http://www.cameco.com/role/FinancialInstrumentsAndRelatedRiskManagement,,,34.0
0001193125-23-083565,35,H,N,Capital management,012801 - Disclosure - Capital management,http://www.cameco.com/role/CapitalManagement,,,35.0
0001193125-23-083565,36,H,N,Segmented information,012901 - Disclosure - Segmented information,http://www.cameco.com/role/SegmentedInformation,,,36.0
0001193125-23-083565,37,H,N,Group entities,013001 - Disclosure - Group entities,http://www.cameco.com/role/GroupEntities,,,37.0
0001193125-23-083565,38,H,N,Joint operations,013101 - Disclosure - Joint operations,http://www.cameco.com/role/JointOperations,,,38.0
0001193125-23-083565,39,H,N,Related parties,013201 - Disclosure - Related parties,http://www.cameco.com/role/RelatedParties,,,39.0
0001193125-23-083565,40,H,N,Commitments,013300 - Disclosure - Commitments,http://www.cameco.com/role/Commitments,,,40.0
0001193125-23-083565,41,H,P,Significant accounting policies (Policies),020202 - Disclosure - Significant accounting policies (Policies),http://www.cameco.com/role/SignificantAccountingPoliciesPolicies,http://www.cameco.com/role/AccountingStandards,10.0,10.0
0001193125-23-083565,42,H,T,Significant accounting policies (Table),030201 - Disclosure - Significant accounting policies (Table),http://www.cameco.com/role/SignificantAccountingPoliciesTable,http://www.cameco.com/role/SignificantAccountingPolicies,9.0,9.0
0001193125-23-083565,43,H,T,Acquisition of additional interest in Cigar Lake Joint Venture (CLJV) (Table),030600 - Disclosure - Acquisition of additional interest in Cigar Lake Joint Venture (CLJV) (Table),http://www.cameco.com/role/AcquisitionOfAdditionalInterestInCigarLakeJointVentureCLJVTable,http://www.cameco.com/role/AcquisitionOfAdditionalInterestInCigarLakeJointVentureCLJV,13.0,13.0
0001193125-23-083565,44,H,T,Accounts receivable (Tables),030701 - Disclosure - Accounts receivable (Tables),http://www.cameco.com/role/AccountsReceivableTables,http://www.cameco.com/role/AccountsReceivable,14.0,14.0
0001193125-23-083565,45,H,T,Inventories (Tables),030801 - Disclosure - Inventories (Tables),http://www.cameco.com/role/InventoriesTables,http://www.cameco.com/role/Inventories,15.0,15.0
0001193125-23-083565,46,H,T,"Property, plant and equipment (Tables)","030901 - Disclosure - Property, plant and equipment (Tables)",http://www.cameco.com/role/PropertyPlantAndEquipmentTables,http://www.cameco.com/role/PropertyPlantAndEquipment,16.0,16.0
0001193125-23-083565,47,H,T,Intangible assets (Tables),031001 - Disclosure - Intangible assets (Tables),http://www.cameco.com/role/IntangibleAssetsTables,http://www.cameco.com/role/IntangibleAssets,17.0,17.0
0001193125-23-083565,48,H,T,"Long-term receivables, investments and other (Tables)","031101 - Disclosure - Long-term receivables, investments and other (Tables)",http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOtherTables,http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOther,18.0,18.0
0001193125-23-083565,49,H,T,Equity-accounted investee (Tables),031201 - Disclosure - Equity-accounted investee (Tables),http://www.cameco.com/role/EquityaccountedInvesteeTables,http://www.cameco.com/role/EquityaccountedInvestee,19.0,19.0
0001193125-23-083565,50,H,T,Accounts payable and accrued liabilities (Tables),031301 - Disclosure - Accounts payable and accrued liabilities (Tables),http://www.cameco.com/role/AccountsPayableAndAccruedLiabilitiesTables,http://www.cameco.com/role/AccountsPayableAndAccruedLiabilities,20.0,20.0
0001193125-23-083565,51,H,T,Long-term debt (Tables),031401 - Disclosure - Long-term debt (Tables),http://www.cameco.com/role/LongtermDebtTables,http://www.cameco.com/role/LongtermDebt,21.0,21.0
0001193125-23-083565,52,H,T,Other liabilities (Tables),031501 - Disclosure - Other liabilities (Tables),http://www.cameco.com/role/OtherLiabilitiesTables,http://www.cameco.com/role/OtherLiabilities,22.0,22.0
0001193125-23-083565,53,H,T,Provisions (Tables),031601 - Disclosure - Provisions (Tables),http://www.cameco.com/role/ProvisionsTables,http://www.cameco.com/role/Provisions,23.0,23.0
0001193125-23-083565,54,H,T,Share capital (Tables),031701 - Disclosure - Share capital (Tables),http://www.cameco.com/role/ShareCapitalTables,http://www.cameco.com/role/ShareCapital,24.0,24.0
0001193125-23-083565,55,H,T,Revenue (Tables),031801 - Disclosure - Revenue (Tables),http://www.cameco.com/role/RevenueTables,http://www.cameco.com/role/Revenue,25.0,25.0
0001193125-23-083565,56,H,T,Employee benefit expense (Tables),031901 - Disclosure - Employee benefit expense (Tables),http://www.cameco.com/role/EmployeeBenefitExpenseTables,http://www.cameco.com/role/EmployeeBenefitExpense,26.0,26.0
0001193125-23-083565,57,H,T,Finance costs (Tables),032001 - Disclosure - Finance costs (Tables),http://www.cameco.com/role/FinanceCostsTables,http://www.cameco.com/role/FinanceCosts,27.0,27.0
0001193125-23-083565,58,H,T,Other income (expense) (Tables),032101 - Disclosure - Other income (expense) (Tables),http://www.cameco.com/role/OtherIncomeexpenseTables,http://www.cameco.com/role/OtherIncomeexpense,28.0,28.0
0001193125-23-083565,59,H,T,Income taxes (Tables),032201 - Disclosure - Income taxes (Tables),http://www.cameco.com/role/IncomeTaxesTables,http://www.cameco.com/role/IncomeTaxes,29.0,29.0
0001193125-23-083565,60,H,T,Per share amounts (Tables),032301 - Disclosure - Per share amounts (Tables),http://www.cameco.com/role/PerShareAmountsTables,http://www.cameco.com/role/PerShareAmounts,30.0,30.0
0001193125-23-083565,61,H,T,Supplemental cash flow information (Tables),032401 - Disclosure - Supplemental cash flow information (Tables),http://www.cameco.com/role/SupplementalCashFlowInformationTables,http://www.cameco.com/role/SupplementalCashFlowInformation,31.0,31.0
0001193125-23-083565,62,H,T,Share-based compensation plans (Tables),032501 - Disclosure - Share-based compensation plans (Tables),http://www.cameco.com/role/SharebasedCompensationPlansTables,http://www.cameco.com/role/SharebasedCompensationPlans,32.0,32.0
0001193125-23-083565,63,H,T,Pension and other post-retirement benefits (Tables),032601 - Disclosure - Pension and other post-retirement benefits (Tables),http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsTables,http://www.cameco.com/role/PensionAndOtherPostretirementBenefits,33.0,33.0
0001193125-23-083565,64,H,T,Financial instruments and related risk management (Tables),032701 - Disclosure - Financial instruments and related risk management (Tables),http://www.cameco.com/role/FinancialInstrumentsAndRelatedRiskManagementTables,http://www.cameco.com/role/FinancialInstrumentsAndRelatedRiskManagement,34.0,34.0
0001193125-23-083565,65,H,T,Capital management (Tables),032801 - Disclosure - Capital management (Tables),http://www.cameco.com/role/CapitalManagementTables,http://www.cameco.com/role/CapitalManagement,35.0,35.0
0001193125-23-083565,66,H,T,Segmented information (Tables),032901 - Disclosure - Segmented information (Tables),http://www.cameco.com/role/SegmentedInformationTables,http://www.cameco.com/role/SegmentedInformation,36.0,36.0
0001193125-23-083565,67,H,T,Group entities (Tables),033001 - Disclosure - Group entities (Tables),http://www.cameco.com/role/GroupEntitiesTables,http://www.cameco.com/role/GroupEntities,37.0,37.0
0001193125-23-083565,68,H,T,Joint operations (Tables),033101 - Disclosure - Joint operations (Tables),http://www.cameco.com/role/JointOperationsTables,http://www.cameco.com/role/JointOperations,38.0,38.0
0001193125-23-083565,69,H,T,Related parties (Tables),033201 - Disclosure - Related parties (Tables),http://www.cameco.com/role/RelatedPartiesTables,http://www.cameco.com/role/RelatedParties,39.0,39.0
0001193125-23-083565,70,H,D,Significant accounting policies (Narrative) (Details),040201 - Disclosure - Significant accounting policies (Narrative) (Details),http://www.cameco.com/role/SignificantAccountingPoliciesNarrativeDetails,http://www.cameco.com/role/SignificantAccountingPoliciesTable,42.0,9.0
0001193125-23-083565,71,H,D,Acquisition of additional interest in Cigar Lake Joint Venture (CLJV) (Disclosure Of Detailed Information About Business Combinations) (Details),040600 - Disclosure - Acquisition of additional interest in Cigar Lake Joint Venture (CLJV) (Disclosure Of Detailed Information About Business Combinations) (Details),http://www.cameco.com/role/AcquisitionOfAdditionalInterestInCigarLakeJointVentureCLJVDisclosureOfDetailedInformationAboutBusinessCombinationsDetails,http://www.cameco.com/role/AcquisitionOfAdditionalInterestInCigarLakeJointVentureCLJVTable,43.0,13.0
0001193125-23-083565,72,H,D,Accounts Receivable (Schedule of accounts receivable) (Details),040701 - Disclosure - Accounts Receivable (Schedule of accounts receivable) (Details),http://www.cameco.com/role/AccountsReceivableScheduleOfAccountsReceivableDetails,,,
0001193125-23-083565,73,H,D,Inventories (Schedule of Inventories) (Details),040801 - Disclosure - Inventories (Schedule of Inventories) (Details),http://www.cameco.com/role/InventoriesScheduleOfInventoriesDetails,http://www.cameco.com/role/InventoriesTables,45.0,15.0
0001193125-23-083565,74,H,D,"Property, plant and equipment (Schedule of Property plant and equipment table) (Details)","040901 - Disclosure - Property, plant and equipment (Schedule of Property plant and equipment table) (Details)",http://www.cameco.com/role/PropertyPlantAndEquipmentScheduleOfPropertyPlantAndEquipmentTableDetails,http://www.cameco.com/role/PropertyPlantAndEquipmentTables,46.0,16.0
0001193125-23-083565,75,H,D,"Property, plant and equipment (Narrative) (Details)","040902 - Disclosure - Property, plant and equipment (Narrative) (Details)",http://www.cameco.com/role/PropertyPlantAndEquipmentNarrativeDetails,http://www.cameco.com/role/PropertyPlantAndEquipmentTables,46.0,16.0
0001193125-23-083565,76,H,D,Intangible assets (Goodwill and intangible assets) (Details),041001 - Disclosure - Intangible assets (Goodwill and intangible assets) (Details),http://www.cameco.com/role/IntangibleAssetsGoodwillAndIntangibleAssetsDetails,http://www.cameco.com/role/IntangibleAssetsTables,47.0,17.0
