adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks,pubfloatusd,floatdate,floataxis,floatmems
0001193125-22-091967,1323404,WHEATON PRECIOUS METALS CORP.,1040.0,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,604 684 3123,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,CA,ON,980459455.0,SILVER WHEATON CORP.,20050411.0,,0,1231.0,40-F,20211231.0,2021.0,FY,20220331,2022-03-31 16:52:00.0,0,1,d639516d40f_htm.xml,1,,,,,
0001558370-22-003161,1456346,FRANCO NEVADA CORP,1040.0,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,416-306-6317,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,CA,,0.0,,,,0,1231.0,6-K,20211231.0,2021.0,FY,20220309,2022-03-09 17:17:00.0,0,1,fnv-20211231x6k_htm.xml,1,,,,,
0001558370-22-003864,1456346,FRANCO NEVADA CORP,1040.0,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,416-306-6317,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,CA,,0.0,,,,0,1231.0,40-F,20211231.0,2021.0,FY,20220317,2022-03-17 16:48:00.0,0,1,fnv-20211231x40f_htm.xml,1,,,,,
0001104659-22-048961,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20220430.0,,,20220422,2022-04-22 16:15:00.0,1,0,tm2213281d1_8k_htm.xml,1,,,,,
0001157523-22-000461,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20220430.0,,,20220422,2022-04-22 07:01:00.0,1,0,a52693640_htm.xml,1,,,,,
0001164727-22-000017,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,10-Q,20220331.0,2022.0,Q1,20220422,2022-04-22 07:03:00.0,0,1,nem-20220331_htm.xml,1,,,,,
0001104659-22-092007,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20220731.0,,,20220817,2022-08-17 07:42:00.0,1,0,tm2223544d1_8k_htm.xml,1,,,,,
0001104659-22-103707,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20220930.0,,,20220928,2022-09-28 16:05:00.0,1,0,tm2226842d1_8k_htm.xml,1,,,,,
0001157523-22-000888,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20220731.0,,,20220725,2022-07-25 07:01:00.0,1,0,a52789249_htm.xml,1,,,,,
0001164727-22-000024,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,10-Q,20220630.0,2022.0,Q2,20220725,2022-07-25 07:02:00.0,0,1,nem-20220630_htm.xml,1,,,,,
0001164727-22-000028,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,1,1231.0,10-K/A,20211231.0,2021.0,FY,20220728,2022-07-28 17:19:00.0,0,0,nem-20211231_htm.xml,1,,50629300966.0,20210630.0,,1.0
0001193125-22-214948,756894,BARRICK GOLD CORP,1040.0,CA,ON,TORONTO ONTARIO CANA,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",161 BAY STREET SUITE 3700,4163077470,CA,ON,ONTARIO M5J2S1,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",P O BOX 212 TORONTO,CA,BC,0.0,BARRICK RESOURCES CORP,19860109.0,,0,1231.0,6-K,20220630.0,2022.0,Q2,20220808,2022-08-08 16:47:00.0,0,1,d368220d6k_htm.xml,1,,,,,
0001193125-22-218755,1323404,WHEATON PRECIOUS METALS CORP.,1040.0,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,604 684 3123,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,CA,ON,980459455.0,SILVER WHEATON CORP.,20050411.0,,0,1231.0,6-K,20220630.0,2022.0,Q2,20220812,2022-08-11 17:51:00.0,0,1,d375173d6k_htm.xml,1,,,,,
0001558370-22-013097,1456346,FRANCO NEVADA CORP,1040.0,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,416-306-6317,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,CA,,0.0,,,,0,1231.0,6-K,20220630.0,2022.0,Q2,20220810,2022-08-10 17:12:00.0,0,1,fnv-20220630x6k_htm.xml,1,,,,,
0001157523-22-001452,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20221031.0,,,20221101,2022-11-01 07:04:00.0,1,0,a52955822_htm.xml,1,,,,,
0001164727-22-000035,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,10-Q,20220930.0,2022.0,Q3,20221101,2022-11-01 07:07:00.0,0,1,nem-20220930_htm.xml,1,,,,,
0000886986-23-000008,886986,TECK RESOURCES LTD,1400.0,CA,BC,VANCOUVER,V6C 0B3,550 BURRARD ST,"SUITE 3300, BENTALL 5",604-699-4000,CA,BC,VANCOUVER,V6C 0B3,550 BURRARD ST,"SUITE 3300, BENTALL 5",CA,BC,0.0,TECK COMINCO LTD,19940623.0,,0,1231.0,40-F,20221231.0,2022.0,FY,20230221,2023-02-21 16:21:00.0,0,1,teck-20221231_htm.xml,1,,,,,
0001104659-23-004649,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230131.0,,,20230118,2023-01-18 17:16:00.0,1,0,tm233709d1_8k_htm.xml,1,,,,,
0001104659-23-011282,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230131.0,,,20230206,2023-02-06 17:22:00.0,1,0,tm235610d1_8k_htm.xml,1,,,,,
0001104659-23-022143,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230131.0,,,20230215,2023-02-15 06:01:00.0,1,0,tm235610d4_8k_htm.xml,1,,,,,
0001104659-23-024902,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230228.0,,,20230224,2023-02-23 21:30:00.0,1,0,tm235610d7_8k_htm.xml,1,,,,,
0001104659-23-030754,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,DEF 14A,,,,20230310,2023-03-09 21:42:00.0,0,0,tm2231936d4_def14a_htm.xml,1,,,,,
0001104659-23-037010,2809,AGNICO EAGLE MINES LTD,1040.0,CA,ON,TORONTO,M5C 2Y7,145 KING STREET EAST,SUITE 400,4169471212,CA,ON,TORONTO,M5C 2Y7,145 KING STREET EAST,SUITE 400,CA,ON,0.0,,,,0,1231.0,40-F,20221231.0,2022.0,FY,20230327,2023-03-27 12:42:00.0,0,1,aem-20221231x40f_htm.xml,1,,,,,
0001104659-23-040149,701818,KINROSS GOLD CORP,1040.0,CA,ON,TORONTO,M5J 2V5,25 YORK STREET,17TH FLOOR,8013639152,CA,ON,TORONTO,M5J 2V5,25 YORK STREET,17TH FLOOR,,,650430083.0,PLEXUS RESOURCES CORP,19920703.0,,0,1231.0,40-F,20221231.0,2022.0,FY,20230331,2023-03-31 16:03:00.0,0,1,kgc-20221231x40f_htm.xml,1,,,,,
0001157523-23-000340,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230228.0,,,20230223,2023-02-23 07:01:00.0,1,0,a53340839_htm.xml,1,,,,,
0001164727-23-000011,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230223,2023-02-23 07:12:00.0,0,1,nem-20221231_htm.xml,1,,47327306028.0,20220630.0,,1.0
0001193125-23-040263,756894,BARRICK GOLD CORP,1040.0,CA,ON,TORONTO ONTARIO CANA,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",161 BAY STREET SUITE 3700,4163077470,CA,ON,ONTARIO M5J2S1,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",P O BOX 212 TORONTO,CA,BC,0.0,BARRICK RESOURCES CORP,19860109.0,,0,1231.0,6-K,20221231.0,2022.0,FY,20230215,2023-02-15 16:40:00.0,0,1,d441831d6k_htm.xml,1,,,,,
0001193125-23-048055,1725964,NUTRIEN LTD.,2870.0,CA,SK,SASKATOON,S7K 5R6,211 19TH STREET EAST,SUITE 1700,(306) 933-8500,CA,SK,SASKATOON,S7K 5R6,211 19TH STREET EAST,SUITE 1700,CA,,981400416.0,,,,0,1231.0,40-F,20221231.0,2022.0,FY,20230224,2023-02-24 10:56:00.0,0,1,d411297d40f_htm.xml,1,,,,,
0001193125-23-073212,756894,BARRICK GOLD CORP,1040.0,CA,ON,TORONTO ONTARIO CANA,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",161 BAY STREET SUITE 3700,4163077470,CA,ON,ONTARIO M5J2S1,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",P O BOX 212 TORONTO,CA,BC,0.0,BARRICK RESOURCES CORP,19860109.0,,0,1231.0,40-F,20221231.0,2022.0,FY,20230317,2023-03-17 07:39:00.0,0,1,d428754d40f_htm.xml,1,,,,,
0001193125-23-083565,1009001,CAMECO CORP,1090.0,CA,SK,SASKATOON,S7M 1J3,2121 11TH ST W,,3069566200,CA,SK,SASKATOON,S7M 1J3,2121 11TH ST W.,,,,980113090.0,,,,0,1231.0,40-F,20221231.0,2022.0,FY,20230329,2023-03-29 15:22:00.0,0,1,d381976d40f_htm.xml,1,,,,,
0001193125-23-088220,1323404,WHEATON PRECIOUS METALS CORP.,1040.0,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,604 684 3123,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,CA,ON,980459455.0,SILVER WHEATON CORP.,20050411.0,,0,1231.0,40-F,20221231.0,2022.0,FY,20230331,2023-03-31 16:45:00.0,0,1,d261928d40f_htm.xml,1,,,,,
0001558370-23-003927,1456346,FRANCO NEVADA CORP,1040.0,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,416-306-6317,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,CA,,0.0,,,,0,1231.0,6-K,20221231.0,2022.0,FY,20230315,2023-03-15 17:25:00.0,0,1,fnv-20221231x6k_htm.xml,1,,,,,
0001558370-23-004112,1456346,FRANCO NEVADA CORP,1040.0,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,416-306-6317,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,CA,,0.0,,,,0,1231.0,40-F,20221231.0,2022.0,FY,20230317,2023-03-17 16:19:00.0,0,1,fnv-20221231x40f_htm.xml,1,,,,,
0001104659-23-044048,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230331.0,,,20230411,2023-04-11 16:21:00.0,1,0,tm235610d9_8k_htm.xml,1,,,,,
0001104659-23-051471,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230430.0,,,20230427,2023-04-27 17:10:00.0,1,0,tm2313993d1_8k_htm.xml,1,,,,,
0001104659-23-051845,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230430.0,,,20230428,2023-04-27 21:56:00.0,1,0,tm235610d11_8k_htm.xml,1,,,,,
0001104659-23-060865,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230430.0,,,20230515,2023-05-15 16:44:00.0,1,0,tm2315741d1_8k_htm.xml,1,,,,,
0001104659-23-061076,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230430.0,,,20230516,2023-05-15 21:03:00.0,1,0,tm2315741d3_8k_htm.xml,1,,,,,
0001104659-23-062426,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230531.0,,,20230519,2023-05-19 06:08:00.0,1,0,tm2316167d1_8k_htm.xml,1,,,,,
0001104659-23-062836,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230531.0,,,20230522,2023-05-19 21:53:00.0,1,0,tm2315741d5_8k_htm.xml,1,,,,,
0001104659-23-068979,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230531.0,,,20230607,2023-06-07 17:25:00.0,1,0,tm2318139d1_8k_htm.xml,1,,,,,
0001104659-23-073025,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230630.0,,,20230621,2023-06-20 19:07:00.0,1,0,tm2315741d7_8k_htm.xml,1,,,,,
0001104659-23-073893,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230630.0,,,20230623,2023-06-22 20:00:00.0,1,0,tm2315741d9_8k_htm.xml,1,,,,,
0001157523-23-000631,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230430.0,,,20230427,2023-04-27 07:01:00.0,1,0,a53388436_htm.xml,1,,,,,
0001164727-23-000021,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,10-Q,20230331.0,2023.0,Q1,20230427,2023-04-27 07:02:00.0,0,1,nem-20230331_htm.xml,1,,,,,
0001104659-23-082129,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230731.0,,,20230719,2023-07-18 21:45:00.0,1,0,tm2315741d11_8k_htm.xml,1,,,,,
0001104659-23-082827,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230731.0,,,20230721,2023-07-20 21:53:00.0,1,0,tm2315741d13_8k_htm.xml,1,,,,,
0001104659-23-086882,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230731.0,,,20230802,2023-08-02 17:20:00.0,1,0,tm2315741d15_8k_htm.xml,1,,,,,
0001104659-23-092054,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230731.0,,,20230816,2023-08-15 17:53:00.0,1,0,tm2315741d17_8k_htm.xml,1,,,,,
0001104659-23-092676,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K/A,20230831.0,,,20230816,2023-08-16 17:24:00.0,1,0,tm2323982d1_8ka_htm.xml,1,,,,,
0001104659-23-094032,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230831.0,,,20230822,2023-08-21 21:00:00.0,1,0,tm2315741d19_8k_htm.xml,1,,,,,
0001104659-23-098676,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K/A,20230430.0,,,20230906,2023-09-06 16:57:00.0,1,0,tm2315741d21_8ka_htm.xml,1,,,,,
0001104659-23-099317,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230831.0,,,20230908,2023-09-08 16:18:00.0,1,0,tm2314601d5_8k_htm.xml,1,,,,,
0001104659-23-101679,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230930.0,,,20230918,2023-09-18 17:28:00.0,1,0,tm2326343d1_8k_htm.xml,1,,,,,
0001157523-23-001113,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20230731.0,,,20230720,2023-07-20 07:00:00.0,1,0,a53468942_htm.xml,1,,,,,
0001164727-23-000034,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,10-Q,20230630.0,2023.0,Q2,20230720,2023-07-20 07:02:00.0,0,1,nem-20230630_htm.xml,1,,,,,
0001164727-23-000035,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20221231.0,,,20230720,2023-07-20 07:07:00.0,1,1,nem-20230720_htm.xml,1,,,,,
0001193125-23-206350,756894,BARRICK GOLD CORP,1040.0,CA,ON,TORONTO ONTARIO CANA,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",161 BAY STREET SUITE 3700,4163077470,CA,ON,ONTARIO M5J2S1,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",P O BOX 212 TORONTO,CA,BC,0.0,BARRICK RESOURCES CORP,19860109.0,,0,1231.0,6-K,20230630.0,2023.0,Q2,20230808,2023-08-08 17:22:00.0,0,1,d470594d6k_htm.xml,1,,,,,
0001193125-23-209218,1323404,WHEATON PRECIOUS METALS CORP.,1040.0,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,604 684 3123,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,CA,ON,980459455.0,SILVER WHEATON CORP.,20050411.0,,0,1231.0,6-K,20230630.0,2023.0,Q2,20230811,2023-08-10 17:44:00.0,0,1,d730946d6k_htm.xml,1,,,,,
0001558370-23-014003,1456346,FRANCO NEVADA CORP,1040.0,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,416-306-6317,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,CA,,0.0,,,,0,1231.0,6-K,20230630.0,2023.0,Q2,20230809,2023-08-08 17:46:00.0,0,1,fnv-20230630x6k_htm.xml,1,,,,,
0001558370-16-003258,1164727,NEWMONT MINING CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,DELTA HOLDCO CORP,20020109.0,1-LAF,1,1231.0,10-K,20151231.0,2015.0,FY,20160217,2016-02-17 17:05:00.0,0,1,nem-20151231.xml,1,,12344658944.0,20150630.0,,
0001558370-16-004743,1164727,NEWMONT MINING CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,DELTA HOLDCO CORP,20020109.0,1-LAF,0,1231.0,10-Q,20160331.0,2016.0,Q1,20160420,2016-04-20 17:15:00.0,0,1,nem-20160331.xml,1,,,,,
