adsh,grp,arc,negative,ptag,pversion,ctag,cversion
0001164727-22-000007,18,24,-1,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,us-gaap/2021,PaymentsForProceedsFromOtherInvestingActivities,us-gaap/2021
0001164727-22-000007,18,34,-1,NetCashProvidedByUsedInFinancingActivities,us-gaap/2021,PaymentsForRepurchaseOfCommonStock,us-gaap/2021
0001164727-22-000007,18,35,-1,NetCashProvidedByUsedInFinancingActivities,us-gaap/2021,PaymentsOfDividendsCommonStock,us-gaap/2021
0001164727-22-000007,18,30,-1,NetCashProvidedByUsedInFinancingActivities,us-gaap/2021,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,us-gaap/2021
0001164727-22-000007,13,2,1,BusinessCombinationConsiderationTransferred1,us-gaap/2021,PaymentsToAcquireBusinessesGross,us-gaap/2021
0001164727-22-000007,18,23,-1,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,us-gaap/2021,PaymentsToAcquireBusinessesNetOfCashAcquired,us-gaap/2021
0001164727-22-000007,18,19,-1,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,us-gaap/2021,PaymentsToAcquireEquityMethodInvestments,us-gaap/2021
0001164727-22-000007,18,22,-1,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,us-gaap/2021,PaymentsToAcquireInvestments,us-gaap/2021
0001164727-22-000007,18,20,-1,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,us-gaap/2021,PaymentsToAcquireProductiveAssets,us-gaap/2021
0001164727-22-000007,18,36,-1,NetCashProvidedByUsedInFinancingActivities,us-gaap/2021,PaymentsToMinorityShareholders,us-gaap/2021
0001164727-22-000007,20,3,1,EmployeeRelatedLiabilitiesCurrent,us-gaap/2021,PensionAndOtherPostretirementDefinedBenefitPlansCurrentLiabilities,us-gaap/2021
0001164727-22-000007,18,33,1,NetCashProvidedByUsedInFinancingActivities,us-gaap/2021,ProceedsFromContributionsFromAffiliates,us-gaap/2021
0001164727-22-000007,18,32,1,NetCashProvidedByUsedInFinancingActivities,us-gaap/2021,ProceedsFromIssuanceOfSeniorLongTermDebt,us-gaap/2021
0001164727-22-000007,18,29,1,NetCashProvidedByUsedInFinancingActivities,us-gaap/2021,ProceedsFromPaymentsForOtherFinancingActivities,us-gaap/2021
0001164727-22-000007,18,18,1,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,us-gaap/2021,ProceedsFromSaleMaturityAndCollectionsOfInvestments,us-gaap/2021
0001164727-22-000007,18,21,1,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,us-gaap/2021,ProceedsFromSaleOfOtherProductiveAssets,us-gaap/2021
0001164727-22-000007,10,2,1,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2021,ProfitLoss,us-gaap/2021
0001164727-22-000007,18,9,1,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,us-gaap/2021,ProfitLoss,us-gaap/2021
0001164727-22-000007,28,2,1,NetIncomeLoss,us-gaap/2021,ProfitLoss,us-gaap/2021
0001164727-22-000007,1,2,-1,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization,us-gaap/2021,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAccumulatedDepreciationAndAmortization,us-gaap/2021
0001164727-22-000007,16,12,1,Assets,us-gaap/2021,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization,us-gaap/2021
0001164727-22-000007,1,1,1,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization,us-gaap/2021,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetBeforeAccumulatedDepreciationAndAmortization,us-gaap/2021
0001164727-22-000007,1,3,1,PropertyPlantAndEquipmentNet,us-gaap/2021,PropertyPlantAndEquipmentGross,us-gaap/2021
0001164727-22-000007,9,4,1,CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization,us-gaap/2021,ReclamationAndMineShutdownProvision,us-gaap/2021
0001164727-22-000007,17,2,-1,OtherComprehensiveIncomeLossNetOfTax,us-gaap/2021,ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,us-gaap/2021
0001164727-22-000007,16,29,1,LiabilitiesAndStockholdersEquity,us-gaap/2021,RedeemableNoncontrollingInterestEquityCarryingAmount,us-gaap/2021
0001164727-22-000007,18,28,-1,NetCashProvidedByUsedInFinancingActivities,us-gaap/2021,RepaymentsOfLongTermDebt,us-gaap/2021
0001164727-22-000007,22,17,1,CostsAndExpenses,us-gaap/2021,ResearchAndDevelopmentExpense,us-gaap/2021
0001164727-22-000007,25,6,1,AssetsFairValueDisclosure,us-gaap/2021,RestrictedCash,us-gaap/2021
0001164727-22-000007,18,40,1,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,us-gaap/2021,RestrictedCashAndCashEquivalentsAtCarryingValue,us-gaap/2021
0001164727-22-000007,18,39,1,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,us-gaap/2021,RestrictedCashAndCashEquivalentsNoncurrent,us-gaap/2021
0001164727-22-000007,25,5,1,AssetsFairValueDisclosure,us-gaap/2021,RestrictedInvestmentsAtFairValue,us-gaap/2021
0001164727-22-000007,19,6,1,OtherGeneralExpense,us-gaap/2021,RestructuringCharges,us-gaap/2021
0001164727-22-000007,22,12,1,CostsAndExpenses,us-gaap/2021,ResultsOfOperationsExplorationExpense,us-gaap/2021
0001164727-22-000007,16,36,1,StockholdersEquity,us-gaap/2021,RetainedEarningsAccumulatedDeficit,us-gaap/2021
0001164727-22-000007,22,3,1,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,us-gaap/2021,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2021
0001164727-22-000007,16,5,1,AssetsCurrent,us-gaap/2021,ShortTermInvestments,us-gaap/2021
0001164727-22-000007,14,4,1,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,us-gaap/2021,ShortTermInvestments,us-gaap/2021
0001164727-22-000007,21,5,1,LeaseCost,us-gaap/2021,ShortTermLeaseCost,us-gaap/2021
0001164727-22-000007,16,31,1,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2021,StockholdersEquity,us-gaap/2021
0001164727-22-000007,16,30,1,LiabilitiesAndStockholdersEquity,us-gaap/2021,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2021
0001164727-22-000007,16,24,1,LiabilitiesCurrent,us-gaap/2021,TaxesPayableCurrent,us-gaap/2021
0001164727-22-000007,16,33,-1,StockholdersEquity,us-gaap/2021,TreasuryStockCommonValue,us-gaap/2021
0001164727-22-000007,18,8,-1,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,us-gaap/2021,UnrealizedGainLossOnInvestments,us-gaap/2021
0001164727-22-000007,24,4,1,OtherNonoperatingIncomeExpense,us-gaap/2021,UnusualOrInfrequentItemInsuranceProceeds,us-gaap/2021
0001164727-22-000007,21,6,1,LeaseCost,us-gaap/2021,VariableLeaseCost,us-gaap/2021
0001164727-22-000007,22,24,1,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2021,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2021
0001193125-22-044545,21,2,1,TradeAndOtherCurrentPayables,ifrs/2021,AccrualsClassifiedAsCurrent,ifrs/2021
0001193125-22-044545,6,27,1,EquityAttributableToOwnersOfParent,ifrs/2021,AccumulatedOtherComprehensiveIncome,ifrs/2021
0001193125-22-044545,12,3,1,CurrentTaxExpenseIncomeAndAdjustmentsForCurrentTaxOfPriorPeriods,ifrs/2021,AdjustmentsForCurrentTaxOfPriorPeriod,ifrs/2021
0001193125-22-044545,5,2,-1,IncreaseDecreaseInWorkingCapital,ifrs/2021,AdjustmentsForDecreaseIncreaseInInventories,ifrs/2021
0001193125-22-044545,5,3,-1,IncreaseDecreaseInWorkingCapital,ifrs/2021,AdjustmentsForDecreaseIncreaseInOtherCurrentAssets,ifrs/2021
0001193125-22-044545,5,1,-1,IncreaseDecreaseInWorkingCapital,ifrs/2021,AdjustmentsForDecreaseIncreaseInTradeAccountReceivable,ifrs/2021
0001193125-22-044545,20,4,1,DeferredTaxExpenseIncomeAndAdjustmentsForDeferredTaxOfPriorPeriods,0001193125-22-044545,AdjustmentsForDeferredTaxOfPriorPeriods,ifrs/2021
0001193125-22-044545,4,4,1,CashFlowsFromUsedInOperations,ifrs/2021,AdjustmentsForDepreciationExpense,ifrs/2021
0001193125-22-044545,4,5,1,CashFlowsFromUsedInOperations,ifrs/2021,AdjustmentsForFinanceCosts,ifrs/2021
0001193125-22-044545,4,6,1,CashFlowsFromUsedInOperations,ifrs/2021,AdjustmentsForImpairmentLossReversalOfImpairmentLossRecognisedInProfitOrLoss,ifrs/2021
0001193125-22-044545,5,14,1,OtherAdjustmentsToReconcileProfitLoss,ifrs/2021,AdjustmentsForImpairmentLossReversalOfImpairmentLossRecognisedInProfitOrLossInventories,ifrs/2021
0001193125-22-044545,4,7,1,CashFlowsFromUsedInOperations,ifrs/2021,AdjustmentsForIncomeTaxExpense,ifrs/2021
0001193125-22-044545,5,5,-1,IncreaseDecreaseInWorkingCapital,ifrs/2021,AdjustmentsForIncreaseDecreaseInOtherCurrentLiabilities,ifrs/2021
0001193125-22-044545,5,4,-1,IncreaseDecreaseInWorkingCapital,ifrs/2021,AdjustmentsForIncreaseDecreaseInTradeAccountPayable,ifrs/2021
0001193125-22-044545,4,10,1,CashFlowsFromUsedInOperations,ifrs/2021,AdjustmentsForLossesGainsOnDisposalOfNoncurrentAssets,ifrs/2021
0001193125-22-044545,5,13,1,OtherAdjustmentsToReconcileProfitLoss,ifrs/2021,AdjustmentsForProvisions,ifrs/2021
0001193125-22-044545,5,11,1,OtherAdjustmentsToReconcileProfitLoss,ifrs/2021,AdjustmentsForSharebasedPayments,ifrs/2021
0001193125-22-044545,4,8,1,CashFlowsFromUsedInOperations,ifrs/2021,AdjustmentsForUndistributedProfitsOfInvestmentsAccountedForUsingEquityMethod,ifrs/2021
0001193125-22-044545,4,9,1,CashFlowsFromUsedInOperations,ifrs/2021,AdjustmentsForUnrealisedForeignExchangeLossesGains,ifrs/2021
0001193125-22-044545,9,5,1,OtherOperatingExpenses,0001193125-22-044545,BankAndSimilarCharges,ifrs/2021
0001193125-22-044545,8,1,1,InterestCostsIncurred,ifrs/2021,BorrowingCostsCapitalised,ifrs/2021
0001193125-22-044545,14,1,1,CashAndCashEquivalents,ifrs/2021,Cash,ifrs/2021
0001193125-22-044545,6,2,1,CurrentAssets,ifrs/2021,CashAndCashEquivalents,ifrs/2021
0001193125-22-044545,4,18,1,CashFlowsFromUsedInInvestingActivities,ifrs/2021,CashFlowsFromLosingControlOfSubsidiariesOrOtherBusinessesClassifiedAsInvestingActivities,ifrs/2021
0001193125-22-044545,4,23,1,IncreaseDecreaseInCashAndCashEquivalents,ifrs/2021,CashFlowsFromUsedInFinancingActivities,ifrs/2021
0001193125-22-044545,4,15,1,IncreaseDecreaseInCashAndCashEquivalents,ifrs/2021,CashFlowsFromUsedInInvestingActivities,ifrs/2021
0001193125-22-044545,4,1,1,IncreaseDecreaseInCashAndCashEquivalents,ifrs/2021,CashFlowsFromUsedInOperatingActivities,ifrs/2021
0001193125-22-044545,4,2,1,CashFlowsFromUsedInOperatingActivities,ifrs/2021,CashFlowsFromUsedInOperations,ifrs/2021
0001193125-22-044545,4,22,1,CashFlowsFromUsedInInvestingActivities,ifrs/2021,CashReceiptsFromRepaymentOfAdvancesAndLoansMadeToOtherPartiesClassifiedAsInvestingActivities,ifrs/2021
0001193125-22-044545,1,2,1,ComprehensiveIncome,ifrs/2021,ComprehensiveIncomeAttributableToNoncontrollingInterests,ifrs/2021
0001193125-22-044545,1,1,1,ComprehensiveIncome,ifrs/2021,ComprehensiveIncomeAttributableToOwnersOfParent,ifrs/2021
0001193125-22-044545,2,4,-1,ProfitLossBeforeFinanceIncomeCostsandIncomeTaxExpense,0001193125-22-044545,CostOfSales,ifrs/2021
0001193125-22-044545,6,1,1,Assets,ifrs/2021,CurrentAssets,ifrs/2021
0001193125-22-044545,6,16,1,CurrentLiabilities,ifrs/2021,CurrentBorrowingsAndCurrentPortionOfNoncurrentBorrowings,ifrs/2021
0001193125-22-044545,6,14,1,Liabilities,ifrs/2021,CurrentLiabilities,ifrs/2021
0001193125-22-044545,7,1,1,OtherProvisions,ifrs/2021,CurrentProvisions,ifrs/2021
0001193125-22-044545,12,2,1,CurrentTaxExpenseIncomeAndAdjustmentsForCurrentTaxOfPriorPeriods,ifrs/2021,CurrentTaxExpenseIncome,ifrs/2021
0001193125-22-044545,12,1,1,IncomeTaxExpenseContinuingOperations,ifrs/2021,CurrentTaxExpenseIncomeAndAdjustmentsForCurrentTaxOfPriorPeriods,ifrs/2021
0001193125-22-044545,6,17,1,CurrentLiabilities,ifrs/2021,CurrentTaxLiabilitiesCurrent,ifrs/2021
0001193125-22-044545,10,1,-1,DeferredTaxLiabilityAsset,ifrs/2021,DeferredTaxAssets,ifrs/2021
0001193125-22-044545,6,11,1,Assets,ifrs/2021,DeferredTaxAssets,ifrs/2021
0001193125-22-044545,20,3,1,DeferredTaxExpenseIncomeAndAdjustmentsForDeferredTaxOfPriorPeriods,0001193125-22-044545,DeferredTaxExpenseIncomeRelatingToOriginationAndReversalOfTemporaryDifferences,ifrs/2021
0001193125-22-044545,6,21,1,Liabilities,ifrs/2021,DeferredTaxLiabilities,ifrs/2021
0001193125-22-044545,10,2,1,DeferredTaxLiabilityAsset,ifrs/2021,DeferredTaxLiabilities,ifrs/2021
0001193125-22-044545,15,3,-1,ProfitLossBeforeTax,ifrs/2021,DepreciationExpense,ifrs/2021
0001193125-22-044545,16,2,1,CostOfSales,ifrs/2021,DepreciationExpense,ifrs/2021
0001193125-22-044545,19,3,-1,IncreaseDecreaseThroughTransactionsWithOwners,ifrs/2021,DividendsPaid,ifrs/2021
0001193125-22-044545,4,26,-1,CashFlowsFromUsedInFinancingActivities,ifrs/2021,DividendsPaidClassifiedAsFinancingActivities,ifrs/2021
0001193125-22-044545,4,21,1,CashFlowsFromUsedInInvestingActivities,ifrs/2021,DividendsReceivedFromInvestmentsAccountedForUsingEquityMethodClassifiedAsInvestingActivities,ifrs/2021
0001193125-22-044545,9,7,1,OtherOperatingExpenses,0001193125-22-044545,DonationsAndSubsidiesExpense,ifrs/2021
0001193125-22-044545,4,31,1,IncreaseDecreaseInCashAndCashEquivalents,ifrs/2021,EffectOfExchangeRateChangesOnCashAndCashEquivalents,ifrs/2021
0001193125-22-044545,6,23,1,EquityAndLiabilities,ifrs/2021,Equity,ifrs/2021
0001193125-22-044545,6,24,1,Equity,ifrs/2021,EquityAttributableToOwnersOfParent,ifrs/2021
0001193125-22-044545,15,4,-1,ProfitLossBeforeTax,ifrs/2021,ExpenseArisingFromExplorationForAndEvaluationOfMineralResources,ifrs/2021
0001193125-22-044545,2,6,-1,ProfitLossBeforeFinanceIncomeCostsandIncomeTaxExpense,0001193125-22-044545,ExpenseArisingFromExplorationForAndEvaluationOfMineralResources,ifrs/2021
0001193125-22-044545,13,9,1,FinanceIncomeCost,ifrs/2021,FinanceIncome,ifrs/2021
0001193125-22-044545,2,12,1,ProfitLossBeforeTax,ifrs/2021,FinanceIncomeCost,ifrs/2021
0001193125-22-044545,17,5,1,InventoriesTotal,ifrs/2021,FinishedGoods,ifrs/2021
0001193125-22-044545,1,3,1,OtherComprehensiveIncome,ifrs/2021,GainsLossesOnCashFlowHedgesNetOfTax,ifrs/2021
0001193125-22-044545,5,10,-1,OtherAdjustmentsToReconcileProfitLoss,ifrs/2021,GainsLossesOnChangeInFairValueOfDerivatives,ifrs/2021
0001193125-22-044545,9,16,1,OtherIncome,ifrs/2021,GainsLossesOnChangeInFairValueOfDerivatives,ifrs/2021
0001193125-22-044545,9,12,1,OtherIncome,ifrs/2021,GainsLossesOnDisposalsOfNoncurrentAssets,ifrs/2021
0001193125-22-044545,2,8,1,ProfitLossBeforeFinanceIncomeCostsandIncomeTaxExpense,0001193125-22-044545,GainsLossesOnExchangeDifferencesOnTranslationRecognisedInProfitOrLoss,ifrs/2021
0001193125-22-044545,5,12,-1,OtherAdjustmentsToReconcileProfitLoss,ifrs/2021,GainsLossesRecognisedInProfitOrLossExcludingExchangeDifferencesFairValueMeasurementAssets,ifrs/2021
0001193125-22-044545,9,15,1,OtherIncome,ifrs/2021,GainsLossesRecognisedInProfitOrLossExcludingExchangeDifferencesFairValueMeasurementAssets,ifrs/2021
0001193125-22-044545,2,5,-1,ProfitLossBeforeFinanceIncomeCostsandIncomeTaxExpense,0001193125-22-044545,GeneralAndAdministrativeExpense,ifrs/2021
0001193125-22-044545,6,10,1,Assets,ifrs/2021,Goodwill,ifrs/2021
0001193125-22-044545,13,5,1,FinanceIncomeCost,ifrs/2021,HedgingGainsLossesForHedgeOfGroupOfItemsWithOffsettingRiskPositions,ifrs/2021
0001193125-22-044545,2,7,-1,ProfitLossBeforeFinanceIncomeCostsandIncomeTaxExpense,0001193125-22-044545,ImpairmentLossImpairmentGainAndReversalOfImpairmentLossDeterminedInAccordanceWithIFRS9,ifrs/2021
0001193125-22-044545,4,14,-1,CashFlowsFromUsedInOperatingActivities,ifrs/2021,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,ifrs/2021
0001193125-22-044545,2,13,-1,ProfitLoss,ifrs/2021,IncomeTaxExpenseContinuingOperations,ifrs/2021
0001193125-22-044545,4,11,-1,CashFlowsFromUsedInOperations,ifrs/2021,IncreaseDecreaseInWorkingCapital,ifrs/2021
0001193125-22-044545,19,7,1,IncreaseDecreaseThroughTransactionsWithOwners,ifrs/2021,IncreaseDecreaseThroughAcquisitionOfSubsidiary,ifrs/2021
0001193125-22-044545,19,4,1,IncreaseDecreaseThroughTransactionsWithOwners,ifrs/2021,IncreaseDecreaseThroughChangesInOwnershipInterestsInSubsidiariesThatDoNotResultInLossOfControl,ifrs/2021
0001193125-22-044545,19,5,1,IncreaseDecreaseThroughTransactionsWithOwners,ifrs/2021,IncreaseDecreaseThroughDisposalOfSubsidiary,ifrs/2021
0001193125-22-044545,19,6,-1,IncreaseDecreaseThroughTransactionsWithOwners,ifrs/2021,IncreaseDecreaseThroughOtherDistributionsToOwners,ifrs/2021
0001193125-22-044545,19,12,1,IncreaseDecreaseThroughTransactionsWithOwners,ifrs/2021,IncreaseDecreaseThroughSharebasedPaymentTransactions,ifrs/2021
0001193125-22-044545,6,9,1,Assets,ifrs/2021,IntangibleAssetsOtherThanGoodwill,ifrs/2021
0001193125-22-044545,13,6,1,FinanceIncomeCost,ifrs/2021,InterestCostsCapitalised,ifrs/2021
0001193125-22-044545,13,1,-1,FinanceIncomeCost,ifrs/2021,InterestExpense,ifrs/2021
0001193125-22-044545,8,2,1,InterestCostsIncurred,ifrs/2021,InterestExpenseOnBorrowings,ifrs/2021
0001193125-22-044545,13,4,-1,FinanceIncomeCost,ifrs/2021,InterestExpenseOnLeaseLiabilities,ifrs/2021
0001193125-22-044545,4,13,-1,CashFlowsFromUsedInOperatingActivities,ifrs/2021,InterestPaidClassifiedAsOperatingActivities,ifrs/2021
0001193125-22-044545,18,2,1,InventoriesTotal,ifrs/2021,Inventories,ifrs/2021
0001193125-22-044545,6,4,1,CurrentAssets,ifrs/2021,Inventories,ifrs/2021
0001193125-22-044545,6,7,1,Assets,ifrs/2021,InvestmentAccountedForUsingEquityMethod,ifrs/2021
0001193125-22-044545,6,25,1,EquityAttributableToOwnersOfParent,ifrs/2021,IssuedCapital,ifrs/2021
0001193125-22-044545,22,2,1,KeyManagementPersonnelCompensation,ifrs/2021,KeyManagementPersonnelCompensationPostemploymentBenefits,ifrs/2021
0001193125-22-044545,22,3,1,KeyManagementPersonnelCompensation,ifrs/2021,KeyManagementPersonnelCompensationSharebasedPayment,ifrs/2021
0001193125-22-044545,22,1,1,KeyManagementPersonnelCompensation,ifrs/2021,KeyManagementPersonnelCompensationShorttermEmployeeBenefits,ifrs/2021
0001193125-22-044545,6,13,1,EquityAndLiabilities,ifrs/2021,Liabilities,ifrs/2021
0001193125-22-044545,6,19,1,Liabilities,ifrs/2021,LongtermBorrowings,ifrs/2021
0001193125-22-044545,9,9,1,OtherOperatingExpenses,0001193125-22-044545,LossesOnLitigationSettlements,ifrs/2021
0001193125-22-044545,9,10,1,OtherOperatingExpenses,0001193125-22-044545,MiscellaneousOtherOperatingExpense,ifrs/2021
0001193125-22-044545,9,18,1,OtherIncome,ifrs/2021,MiscellaneousOtherOperatingIncome,ifrs/2021
0001193125-22-044545,6,29,1,Equity,ifrs/2021,NoncontrollingInterests,ifrs/2021
0001193125-22-044545,3,7,1,OtherNoncurrentAssets,ifrs/2021,NoncurrentDerivativeFinancialAssets,ifrs/2021
0001193125-22-044545,3,2,1,OtherNoncurrentAssets,ifrs/2021,NoncurrentFinancialAssetsAtFairValueThroughOtherComprehensiveIncome,ifrs/2021
0001193125-22-044545,6,6,1,Assets,ifrs/2021,NoncurrentInventories,ifrs/2021
0001193125-22-044545,3,6,1,OtherNoncurrentAssets,ifrs/2021,NoncurrentPrepayments,ifrs/2021
0001193125-22-044545,3,3,1,OtherNoncurrentAssets,ifrs/2021,NoncurrentReceivables,ifrs/2021
0001193125-22-044545,3,1,1,OtherNoncurrentAssets,ifrs/2021,NoncurrentReceivablesFromTaxesOtherThanIncomeTax,ifrs/2021
0001193125-22-044545,3,5,1,OtherNoncurrentAssets,ifrs/2021,NoncurrentRestrictedCashAndCashEquivalents,ifrs/2021
0001193125-22-044545,19,15,1,NumberOfSharesIssuedInTransactionsWithOwners,0001193125-22-044545,NumberOfShareOptionsExercisedInSharebasedPaymentArrangement,ifrs/2021
0001193125-22-044545,19,2,1,ComprehensiveIncome,ifrs/2021,OtherComprehensiveIncome,ifrs/2021
0001193125-22-044545,1,5,1,OtherComprehensiveIncome,ifrs/2021,OtherComprehensiveIncomeNetOfTaxExchangeDifferencesOnTranslation,ifrs/2021
0001193125-22-044545,1,7,1,OtherComprehensiveIncome,ifrs/2021,OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,ifrs/2021
0001193125-22-044545,1,6,1,OtherComprehensiveIncome,ifrs/2021,OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,ifrs/2021
0001193125-22-044545,6,5,1,CurrentAssets,ifrs/2021,OtherCurrentAssets,ifrs/2021
0001193125-22-044545,6,18,1,CurrentLiabilities,ifrs/2021,OtherCurrentLiabilities,ifrs/2021
0001193125-22-044545,6,28,1,EquityAttributableToOwnersOfParent,ifrs/2021,OtherEquityInterest,ifrs/2021
0001193125-22-044545,3,8,1,OtherNoncurrentAssets,ifrs/2021,OtherFinancialAssets,ifrs/2021
0001193125-22-044545,9,11,1,OtherOperatingIncomeExpense,ifrs/2021,OtherIncome,ifrs/2021
0001193125-22-044545,4,30,1,CashFlowsFromUsedInFinancingActivities,ifrs/2021,OtherInflowsOutflowsOfCashClassifiedAsFinancingActivities,ifrs/2021
0001193125-22-044545,4,12,1,CashFlowsFromUsedInOperations,ifrs/2021,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2021
0001193125-22-044545,7,2,1,OtherProvisions,ifrs/2021,OtherLongtermProvisions,ifrs/2021
0001193125-22-044545,6,20,1,Liabilities,ifrs/2021,OtherLongtermProvisions,ifrs/2021
0001193125-22-044545,6,12,1,Assets,ifrs/2021,OtherNoncurrentAssets,ifrs/2021
0001193125-22-044545,6,22,1,Liabilities,ifrs/2021,OtherNoncurrentLiabilities,ifrs/2021
0001193125-22-044545,15,5,1,ProfitLossBeforeTax,ifrs/2021,OtherOperatingIncomeExpense,ifrs/2021
0001193125-22-044545,2,11,1,ProfitLossBeforeFinanceIncomeCostsandIncomeTaxExpense,0001193125-22-044545,OtherOperatingIncomeExpense,ifrs/2021
0001193125-22-044545,11,16,1,IncomeTaxExpenseContinuingOperations,ifrs/2021,OtherTaxEffectsForReconciliationBetweenAccountingProfitAndTaxExpenseIncome,ifrs/2021
0001193125-22-044545,4,24,-1,CashFlowsFromUsedInFinancingActivities,ifrs/2021,PaymentsOfLeaseLiabilitiesClassifiedAsFinancingActivities,ifrs/2021
0001193125-22-044545,4,27,-1,CashFlowsFromUsedInFinancingActivities,ifrs/2021,PaymentsOfOtherEquityInstruments,ifrs/2021
0001193125-22-044545,5,18,-1,OtherAdjustmentsToReconcileProfitLoss,ifrs/2021,PaymentsToAndOnBehalfOfEmployees,ifrs/2021
0001193125-22-044545,4,28,1,CashFlowsFromUsedInFinancingActivities,ifrs/2021,ProceedsFromContributionsOfNoncontrollingInterests,ifrs/2021
0001193125-22-044545,5,6,1,OtherInflowsOutflowsOfCashClassifiedAsFinancingActivities,ifrs/2021,ProceedsFromIssueOfBondsNotesAndDebentures,ifrs/2021
0001193125-22-044545,4,20,1,CashFlowsFromUsedInInvestingActivities,ifrs/2021,ProceedsFromSalesOfInvestmentsOtherThanInvestmentsAccountedForUsingEquityMethod,ifrs/2021
0001193125-22-044545,4,17,1,CashFlowsFromUsedInInvestingActivities,ifrs/2021,ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,ifrs/2021
0001193125-22-044545,17,3,1,InventoriesTotal,ifrs/2021,ProductionSupplies,ifrs/2021
0001193125-22-044545,4,3,1,CashFlowsFromUsedInOperations,ifrs/2021,ProfitLoss,ifrs/2021
0001193125-22-044545,19,1,1,ComprehensiveIncome,ifrs/2021,ProfitLoss,ifrs/2021
0001193125-22-044545,23,2,1,ProfitLoss,ifrs/2021,ProfitLossAttributableToNoncontrollingInterests,ifrs/2021
0001193125-22-044545,23,1,1,ProfitLoss,ifrs/2021,ProfitLossAttributableToOwnersOfParent,ifrs/2021
0001193125-22-044545,2,1,1,ProfitLoss,ifrs/2021,ProfitLossBeforeTax,ifrs/2021
0001193125-22-044545,6,8,1,Assets,ifrs/2021,PropertyPlantAndEquipment,ifrs/2021
0001193125-22-044545,4,19,-1,CashFlowsFromUsedInInvestingActivities,ifrs/2021,PurchaseOfInvestmentsOtherThanInvestmentsAccountedForUsingEquityMethod,ifrs/2021
0001193125-22-044545,4,16,-1,CashFlowsFromUsedInInvestingActivities,ifrs/2021,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,ifrs/2021
0001193125-22-044545,3,4,1,OtherNoncurrentAssets,ifrs/2021,ReceivablesDueFromJointVentures,ifrs/2021
0001193125-22-044545,1,4,-1,OtherComprehensiveIncome,ifrs/2021,ReclassificationAdjustmentsOnCashFlowHedgesNetOfTax,ifrs/2021
0001193125-22-044545,5,7,-1,OtherInflowsOutflowsOfCashClassifiedAsFinancingActivities,ifrs/2021,RepaymentsOfBondsNotesAndDebentures,ifrs/2021
0001193125-22-044545,4,25,-1,CashFlowsFromUsedInFinancingActivities,ifrs/2021,RepaymentsOfBorrowingsClassifiedAsFinancingActivities,ifrs/2021
0001193125-22-044545,6,26,1,EquityAttributableToOwnersOfParent,ifrs/2021,RetainedEarnings,ifrs/2021
0001193125-22-044545,15,1,1,ProfitLossBeforeTax,ifrs/2021,Revenue,ifrs/2021
0001193125-22-044545,2,3,1,ProfitLossBeforeFinanceIncomeCostsandIncomeTaxExpense,0001193125-22-044545,Revenue,ifrs/2021
0001193125-22-044545,9,17,1,OtherIncome,ifrs/2021,RevenueFromInterest,ifrs/2021
0001193125-22-044545,16,3,1,CostOfSales,ifrs/2021,RoyaltyExpense,ifrs/2021
